Speaker	GlobalIndex	StartTime	StopTime	Tokens	NGrams	SelfShared	OtherShared	N	OverlapCount	OverlapSeconds	AvgOverlap	Day	Reality
g	7	0:13:58	0:14:4	3	2	0	0	2	0	0	0	1	10
f	8	0:15:0	0:15:3	7	6	0	0	2	0	0	0	1	10
f	9	0:15:4	0:15:8	3	2	0	0	2	0	0	0	1	10
g	10	0:15:34	0:15:35	10	9	0	0	2	0	0	0	1	10
f	11	0:18:2	0:18:11	1	0	0	0	2	0	0	0	1	10
f	12	0:18:52	0:18:54	1	0	0	0	2	0	0	0	1	10
g	13	0:19:16	0:19:25	5	4	0	0	2	0	0	0	1	10
g	14	0:19:28	0:19:28	15	14	1	0	2	0	0	0	1	10
g	15	0:19:43	0:19:48	6	5	0	0	2	0	0	0	1	10
f	16	0:20:24	0:20:33	5	4	0	0	2	0	0	0	1	10
g	17	0:23:25	0:23:33	1	0	0	0	2	0	0	0	1	10
f	18	0:23:43	0:23:51	1	0	0	0	2	0	0	0	1	10
f	19	0:26:32	0:26:41	9	8	0	0	2	0	0	0	1	10
g	20	0:28:31	0:28:31	1	0	0	0	2	0	0	0	1	10
g	21	0:29:34	0:29:40	9	8	0	0	2	0	0	0	1	10
f	22	0:30:8	0:30:17	2	1	0	0	2	0	0	0	1	10
g	23	0:34:2	0:34:9	1	0	0	0	2	0	0	0	1	10
f	24	0:35:8	0:35:13	6	5	0	0	2	0	0	0	1	10
f	25	0:37:39	0:37:43	1	0	0	0	2	0	0	0	1	10
f	26	0:40:0	0:40:2	2	1	0	0	2	0	0	0	1	10
f	27	0:41:23	0:41:29	1	0	0	0	2	0	0	0	1	10
f	28	0:41:22	0:41:29	5	4	0	0	2	0	0	0	1	10
f	29	0:42:6	0:42:8	1	0	0	0	2	0	0	0	1	10
f	30	0:43:49	0:43:49	5	4	0	0	2	0	0	0	1	10
g	31	0:47:46	0:47:55	1	0	0	0	2	0	0	0	1	10
g	32	0:47:55	0:47:58	8	7	0	0	2	0	0	0	1	10
f	33	0:49:27	0:49:27	1	0	0	0	2	0	0	0	1	10
f	34	0:49:37	0:49:42	7	6	0	0	2	0	0	0	1	10
g	35	0:50:5	0:50:14	1	0	0	0	2	0	0	0	1	10
f	36	0:50:58	0:51:3	4	3	0	0	2	0	0	0	1	10
g	37	0:51:13	0:51:22	6	5	0	0	2	0	0	0	1	10
g	38	0:51:26	0:51:33	5	4	0	0	2	0	0	0	1	10
g	39	0:52:3	0:52:11	9	8	0	0	2	0	0	0	1	10
g	40	0:56:3	0:56:5	5	4	0	0	2	0	0	0	1	10
g	41	0:56:5	0:56:13	6	5	0	0	2	0	0	0	1	10
f	42	0:57:1	0:57:1	11	10	0	0	2	0	0	0	1	10
g	43	0:59:42	0:59:48	4	3	0	0	2	0	0	0	1	10
f	44	1:1:1	1:1:8	1	0	0	0	2	0	0	0	1	10
f	45	1:1:30	1:1:34	1	0	0	0	2	0	0	0	1	10
f	46	1:2:42	1:2:45	1	0	0	0	2	0	0	0	1	10
f	47	1:2:43	1:2:48	7	6	0	0	2	0	0	0	1	10
f	48	1:2:48	1:2:54	15	14	1	0	2	0	0	0	1	10
g	49	1:4:3	1:4:9	17	16	1	2	2	0	0	0	1	10
g	50	1:6:17	1:6:18	13	12	0	1	2	0	0	0	1	10
f	51	1:7:45	1:7:54	1	0	0	0	2	0	0	0	1	10
f	52	1:9:28	1:9:29	4	3	0	0	2	0	0	0	1	10
g	53	1:10:39	1:10:44	3	2	0	0	2	0	0	0	1	10
f	54	1:10:46	1:10:52	11	10	0	0	2	0	0	0	1	10
g	55	1:10:54	1:11:0	6	5	0	1	2	0	0	0	1	10
g	56	1:12:28	1:12:32	5	4	0	0	2	0	0	0	1	10
g	57	1:12:53	1:12:58	7	6	0	0	2	0	0	0	1	10
f	58	1:16:50	1:16:52	1	0	0	0	2	0	0	0	1	10
f	59	1:16:57	1:17:4	1	0	0	0	2	0	0	0	1	10
f	60	1:17:17	1:17:18	1	0	0	0	2	0	0	0	1	10
f	61	1:18:11	1:18:14	1	0	0	0	2	0	0	0	1	10
f	62	1:19:0	1:19:9	1	0	0	0	2	0	0	0	1	10
g	63	1:19:53	1:19:53	14	13	0	0	2	0	0	0	1	10
f	64	1:20:15	1:20:21	1	0	0	0	2	0	0	0	1	10
g	65	1:20:29	1:20:38	6	5	0	0	2	0	0	0	1	10
f	66	1:21:10	1:21:16	9	8	0	0	2	0	0	0	1	10
f	67	1:21:17	1:21:21	5	4	0	0	2	0	0	0	1	10
g	68	1:26:33	1:26:34	4	3	0	0	2	0	0	0	1	10
g	69	1:26:32	1:26:37	3	2	0	0	2	0	0	0	1	10
g	70	1:28:10	1:28:12	1	0	0	0	2	0	0	0	1	10
g	71	1:28:16	1:28:21	2	1	0	0	2	0	0	0	1	10
f	72	1:30:10	1:30:15	5	4	0	0	2	0	0	0	1	10
f	73	1:30:31	1:30:35	7	6	0	0	2	0	0	0	1	10
g	74	1:30:39	1:30:47	1	0	0	0	2	0	0	0	1	10
f	75	1:31:20	1:31:28	1	0	0	0	2	0	0	0	1	10
f	76	1:31:25	1:31:31	6	5	0	0	2	0	0	0	1	10
g	77	1:32:28	1:32:36	1	0	0	0	2	0	0	0	1	10
g	78	1:36:34	1:36:40	1	0	0	0	2	0	0	0	1	10
g	79	1:38:19	1:38:19	8	7	0	0	2	0	0	0	1	10
g	80	1:38:34	1:38:34	11	10	0	0	2	0	0	0	1	10
g	81	1:39:13	1:39:18	9	8	1	0	2	0	0	0	1	10
g	82	1:39:59	1:40:5	1	0	0	0	2	0	0	0	1	10
g	83	1:42:1	1:42:5	21	20	0	2	2	0	0	0	1	10
g	84	1:43:40	1:43:48	4	3	0	0	2	0	0	0	1	10
f	85	1:44:43	1:44:43	1	0	0	0	2	0	0	0	1	10
f	86	1:45:15	1:45:24	1	0	0	0	2	0	0	0	1	10
g	87	1:45:29	1:45:32	15	14	0	0	2	0	0	0	1	10
f	88	1:45:58	1:46:2	1	0	0	0	2	0	0	0	1	10
f	89	1:46:16	1:46:19	7	6	0	0	2	0	0	0	1	10
g	90	1:47:30	1:47:36	11	10	0	0	2	0	0	0	1	10
f	91	1:51:42	1:51:44	1	0	0	0	2	0	0	0	1	10
g	92	1:53:39	1:53:40	7	6	0	0	2	0	0	0	1	10
g	93	1:59:50	1:59:54	4	3	0	0	2	0	0	0	1	10
f	94	2:0:14	2:0:15	10	9	0	0	2	0	0	0	1	10
f	95	2:6:38	2:6:41	9	8	0	0	2	0	0	0	1	10
f	96	2:9:4	2:9:5	1	0	0	0	2	0	0	0	1	10
g	97	2:9:42	2:9:44	6	5	0	0	2	0	0	0	1	10
g	98	2:12:43	2:12:50	1	0	0	0	2	0	0	0	1	10
g	99	2:13:30	2:13:30	3	2	0	0	2	0	0	0	1	10
f	100	2:14:22	2:14:30	5	4	0	0	2	0	0	0	1	10
g	101	2:16:44	2:16:46	15	14	0	0	2	0	0	0	1	10
g	102	2:16:49	2:16:52	8	7	0	0	2	0	0	0	1	10
f	103	2:16:57	2:17:0	1	0	0	0	2	0	0	0	1	10
g	104	2:17:44	2:17:50	1	0	0	0	2	0	0	0	1	10
f	105	2:17:48	2:17:52	2	1	0	0	2	1	2	2	1	10
g	106	2:18:40	2:18:43	4	3	0	0	2	0	0	0	1	10
g	107	2:21:12	2:21:19	2	1	1	0	2	0	0	0	1	10
g	108	2:22:14	2:22:18	10	9	0	0	2	0	0	0	1	10
g	109	2:23:37	2:23:44	11	10	0	0	2	0	0	0	1	10
g	110	2:24:29	2:24:32	3	2	0	0	2	0	0	0	1	10
f	111	2:27:5	2:27:14	3	2	0	0	2	0	0	0	1	10
f	112	2:28:50	2:28:54	1	0	0	0	2	0	0	0	1	10
f	113	2:30:31	2:30:37	1	0	0	0	2	0	0	0	1	10
g	114	2:30:44	2:30:47	1	0	0	0	2	0	0	0	1	10
f	115	2:31:14	2:31:16	1	0	0	0	2	0	0	0	1	10
f	116	2:31:44	2:31:44	17	16	0	0	2	0	0	0	1	10
f	117	2:32:15	2:32:22	5	4	0	0	2	0	0	0	1	10
g	118	2:33:17	2:33:19	1	0	0	0	2	0	0	0	1	10
g	119	2:33:44	2:33:45	4	3	0	0	2	0	0	0	1	10
f	120	2:34:56	2:34:56	3	2	0	0	2	0	0	0	1	10
f	121	2:35:5	2:35:7	1	0	0	0	2	0	0	0	1	10
g	122	2:36:8	2:36:16	8	7	0	0	2	0	0	0	1	10
g	123	2:38:17	2:38:20	2	1	0	0	2	0	0	0	1	10
g	124	2:39:15	2:39:19	12	11	0	0	2	0	0	0	1	10
g	125	2:39:18	2:39:25	10	9	0	0	2	0	0	0	1	10
g	126	2:39:33	2:39:35	5	4	0	0	2	0	0	0	1	10
g	127	2:40:42	2:40:47	1	0	0	0	2	0	0	0	1	10
g	128	2:40:56	2:40:57	1	0	0	0	2	0	0	0	1	10
g	129	2:42:38	2:42:38	5	4	0	0	2	0	0	0	1	10
f	130	2:42:45	2:42:49	1	0	0	0	2	0	0	0	1	10
f	131	2:43:27	2:43:29	1	0	0	0	2	0	0	0	1	10
g	132	2:43:50	2:43:55	1	0	0	0	2	0	0	0	1	10
g	133	2:46:1	2:46:4	1	0	0	0	2	0	0	0	1	10
g	134	2:48:44	2:48:52	7	6	0	0	2	0	0	0	1	10
f	135	2:48:56	2:48:59	1	0	0	0	2	0	0	0	1	10
g	136	2:49:15	2:49:15	1	0	0	0	2	0	0	0	1	10
f	137	2:49:18	2:49:21	1	0	0	0	2	0	0	0	1	10
f	138	2:49:55	2:50:1	1	0	0	0	2	0	0	0	1	10
g	139	2:50:22	2:50:25	1	0	0	0	2	0	0	0	1	10
g	140	2:50:28	2:50:29	5	4	0	0	2	0	0	0	1	10
f	141	2:51:0	2:51:4	1	0	0	0	2	0	0	0	1	10
g	142	2:54:49	2:54:54	9	8	0	0	2	0	0	0	1	10
g	143	2:55:27	2:55:36	3	2	0	0	2	0	0	0	1	10
g	144	2:56:49	2:56:58	1	0	0	0	2	0	0	0	1	10
f	145	2:57:11	2:57:14	15	14	0	0	2	0	0	0	1	10
f	146	2:57:54	2:58:1	1	0	0	0	2	0	0	0	1	10
g	147	2:58:6	2:58:14	11	10	0	0	2	0	0	0	1	10
f	148	2:59:56	3:0:0	3	2	0	0	2	0	0	0	1	10
g	149	3:0:25	3:0:33	4	3	0	0	2	0	0	0	1	10
g	150	3:1:48	3:1:52	8	7	0	0	2	0	0	0	1	10
f	151	3:2:3	3:2:10	1	0	0	0	2	0	0	0	1	10
f	152	3:2:11	3:2:15	1	0	0	0	2	0	0	0	1	10
g	153	3:2:25	3:2:29	3	2	0	0	2	0	0	0	1	10
g	154	3:5:7	3:5:11	2	1	0	0	2	0	0	0	1	10
f	155	3:7:1	3:7:8	3	2	0	0	2	0	0	0	1	10
f	156	3:7:24	3:7:29	1	0	0	0	2	0	0	0	1	10
g	157	3:7:54	3:8:2	1	0	0	0	2	0	0	0	1	10
g	158	3:8:39	3:8:45	10	9	0	0	2	0	0	0	1	10
f	159	3:10:18	3:10:21	1	0	0	0	2	0	0	0	1	10
f	160	3:11:19	3:11:24	2	1	0	0	2	0	0	0	1	10
f	161	3:12:42	3:12:49	1	0	0	0	2	0	0	0	1	10
f	162	3:14:19	3:14:19	1	0	0	0	2	0	0	0	1	10
g	163	3:15:4	3:15:11	6	5	4	0	2	0	0	0	1	10
g	164	3:16:25	3:16:30	9	8	0	0	2	0	0	0	1	10
g	165	3:17:12	3:17:12	8	7	1	0	2	0	0	0	1	10
g	166	3:17:17	3:17:17	6	5	0	0	2	0	0	0	1	10
g	167	3:17:49	3:17:55	1	0	0	0	2	0	0	0	1	10
g	168	3:18:46	3:18:54	5	4	0	0	2	0	0	0	1	10
f	169	3:20:33	3:20:41	1	0	0	0	2	0	0	0	1	10
f	170	3:22:6	3:22:11	1	0	0	0	2	0	0	0	1	10
g	171	3:22:26	3:22:32	2	1	0	0	2	0	0	0	1	10
g	172	3:23:23	3:23:29	11	10	0	0	2	0	0	0	1	10
f	173	3:23:29	3:23:35	2	1	0	0	2	1	0	0	1	10
g	174	3:23:55	3:24:3	14	13	0	0	2	0	0	0	1	10
g	175	3:26:15	3:26:21	5	4	0	0	2	0	0	0	1	10
f	176	3:29:34	3:29:37	1	0	0	0	2	0	0	0	1	10
f	177	3:31:28	3:31:28	11	10	0	1	2	0	0	0	1	10
g	178	3:31:32	3:31:35	1	0	0	0	2	0	0	0	1	10
g	179	3:31:36	3:31:43	4	3	0	0	2	0	0	0	1	10
g	180	3:31:39	3:31:46	6	5	0	0	2	0	0	0	1	10
f	181	3:32:45	3:32:45	10	9	2	0	2	0	0	0	1	10
g	182	3:33:6	3:33:10	7	6	0	1	2	0	0	0	1	10
g	183	3:34:2	3:34:9	1	0	0	0	2	0	0	0	1	10
f	184	3:34:24	3:34:25	2	1	0	0	2	0	0	0	1	10
g	185	3:34:49	3:34:57	1	0	0	0	2	0	0	0	1	10
f	186	3:36:53	3:37:0	6	5	0	0	2	0	0	0	1	10
g	187	3:39:5	3:39:7	6	5	0	0	2	0	0	0	1	10
g	188	3:39:39	3:39:48	11	10	0	0	2	0	0	0	1	10
g	189	3:40:55	3:41:2	1	0	0	0	2	0	0	0	1	10
g	190	3:43:52	3:44:1	1	0	0	0	2	0	0	0	1	10
f	191	3:44:10	3:44:14	7	6	0	0	2	0	0	0	1	10
f	192	3:44:34	3:44:37	1	0	0	0	2	0	0	0	1	10
g	0	0:1:49	0:1:56	8	6	0	0	3	0	0	0	1	10
f	1	0:2:7	0:2:13	1	0	0	0	3	0	0	0	1	10
g	2	0:4:48	0:4:56	16	14	1	0	3	0	0	0	1	10
f	3	0:5:7	0:5:16	1	0	0	0	3	0	0	0	1	10
g	4	0:5:34	0:5:38	14	12	0	0	3	0	0	0	1	10
g	5	0:9:1	0:9:6	1	0	0	0	3	0	0	0	1	10
g	6	0:10:22	0:10:25	7	5	0	0	3	0	0	0	1	10
g	7	0:13:58	0:14:4	3	1	0	0	3	0	0	0	1	10
f	8	0:15:0	0:15:3	7	5	0	0	3	0	0	0	1	10
f	9	0:15:4	0:15:8	3	1	0	0	3	0	0	0	1	10
g	10	0:15:34	0:15:35	10	8	0	0	3	0	0	0	1	10
f	11	0:18:2	0:18:11	1	0	0	0	3	0	0	0	1	10
f	12	0:18:52	0:18:54	1	0	0	0	3	0	0	0	1	10
g	13	0:19:16	0:19:25	5	3	0	0	3	0	0	0	1	10
g	14	0:19:28	0:19:28	15	13	0	0	3	0	0	0	1	10
g	15	0:19:43	0:19:48	6	4	0	0	3	0	0	0	1	10
f	16	0:20:24	0:20:33	5	3	0	0	3	0	0	0	1	10
g	17	0:23:25	0:23:33	1	0	0	0	3	0	0	0	1	10
f	18	0:23:43	0:23:51	1	0	0	0	3	0	0	0	1	10
f	19	0:26:32	0:26:41	9	7	0	0	3	0	0	0	1	10
g	20	0:28:31	0:28:31	1	0	0	0	3	0	0	0	1	10
g	21	0:29:34	0:29:40	9	7	0	0	3	0	0	0	1	10
f	22	0:30:8	0:30:17	2	0	0	0	3	0	0	0	1	10
g	23	0:34:2	0:34:9	1	0	0	0	3	0	0	0	1	10
f	24	0:35:8	0:35:13	6	4	0	0	3	0	0	0	1	10
f	25	0:37:39	0:37:43	1	0	0	0	3	0	0	0	1	10
f	26	0:40:0	0:40:2	2	0	0	0	3	0	0	0	1	10
f	27	0:41:23	0:41:29	1	0	0	0	3	0	0	0	1	10
f	28	0:41:22	0:41:29	5	3	0	0	3	0	0	0	1	10
f	29	0:42:6	0:42:8	1	0	0	0	3	0	0	0	1	10
f	30	0:43:49	0:43:49	5	3	0	0	3	0	0	0	1	10
g	31	0:47:46	0:47:55	1	0	0	0	3	0	0	0	1	10
g	32	0:47:55	0:47:58	8	6	0	0	3	0	0	0	1	10
f	33	0:49:27	0:49:27	1	0	0	0	3	0	0	0	1	10
f	34	0:49:37	0:49:42	7	5	0	0	3	0	0	0	1	10
g	35	0:50:5	0:50:14	1	0	0	0	3	0	0	0	1	10
f	36	0:50:58	0:51:3	4	2	0	0	3	0	0	0	1	10
g	37	0:51:13	0:51:22	6	4	0	0	3	0	0	0	1	10
g	38	0:51:26	0:51:33	5	3	0	0	3	0	0	0	1	10
g	39	0:52:3	0:52:11	9	7	0	0	3	0	0	0	1	10
g	40	0:56:3	0:56:5	5	3	0	0	3	0	0	0	1	10
g	41	0:56:5	0:56:13	6	4	0	0	3	0	0	0	1	10
f	42	0:57:1	0:57:1	11	9	0	0	3	0	0	0	1	10
g	43	0:59:42	0:59:48	4	2	0	0	3	0	0	0	1	10
f	44	1:1:1	1:1:8	1	0	0	0	3	0	0	0	1	10
f	45	1:1:30	1:1:34	1	0	0	0	3	0	0	0	1	10
f	46	1:2:42	1:2:45	1	0	0	0	3	0	0	0	1	10
f	47	1:2:43	1:2:48	7	5	0	0	3	0	0	0	1	10
f	48	1:2:48	1:2:54	15	13	0	0	3	0	0	0	1	10
g	49	1:4:3	1:4:9	17	15	0	1	3	0	0	0	1	10
g	50	1:6:17	1:6:18	13	11	0	0	3	0	0	0	1	10
f	51	1:7:45	1:7:54	1	0	0	0	3	0	0	0	1	10
f	52	1:9:28	1:9:29	4	2	0	0	3	0	0	0	1	10
g	53	1:10:39	1:10:44	3	1	0	0	3	0	0	0	1	10
f	54	1:10:46	1:10:52	11	9	0	0	3	0	0	0	1	10
g	55	1:10:54	1:11:0	6	4	0	0	3	0	0	0	1	10
g	56	1:12:28	1:12:32	5	3	0	0	3	0	0	0	1	10
g	57	1:12:53	1:12:58	7	5	0	0	3	0	0	0	1	10
f	58	1:16:50	1:16:52	1	0	0	0	3	0	0	0	1	10
f	59	1:16:57	1:17:4	1	0	0	0	3	0	0	0	1	10
f	60	1:17:17	1:17:18	1	0	0	0	3	0	0	0	1	10
f	61	1:18:11	1:18:14	1	0	0	0	3	0	0	0	1	10
f	62	1:19:0	1:19:9	1	0	0	0	3	0	0	0	1	10
g	63	1:19:53	1:19:53	14	12	0	0	3	0	0	0	1	10
f	64	1:20:15	1:20:21	1	0	0	0	3	0	0	0	1	10
g	65	1:20:29	1:20:38	6	4	0	0	3	0	0	0	1	10
f	66	1:21:10	1:21:16	9	7	0	0	3	0	0	0	1	10
f	67	1:21:17	1:21:21	5	3	0	0	3	0	0	0	1	10
g	68	1:26:33	1:26:34	4	2	0	0	3	0	0	0	1	10
g	69	1:26:32	1:26:37	3	1	0	0	3	0	0	0	1	10
g	70	1:28:10	1:28:12	1	0	0	0	3	0	0	0	1	10
g	71	1:28:16	1:28:21	2	0	0	0	3	0	0	0	1	10
f	72	1:30:10	1:30:15	5	3	0	0	3	0	0	0	1	10
f	73	1:30:31	1:30:35	7	5	0	0	3	0	0	0	1	10
g	74	1:30:39	1:30:47	1	0	0	0	3	0	0	0	1	10
f	75	1:31:20	1:31:28	1	0	0	0	3	0	0	0	1	10
f	76	1:31:25	1:31:31	6	4	0	0	3	0	0	0	1	10
g	77	1:32:28	1:32:36	1	0	0	0	3	0	0	0	1	10
g	78	1:36:34	1:36:40	1	0	0	0	3	0	0	0	1	10
g	79	1:38:19	1:38:19	8	6	0	0	3	0	0	0	1	10
g	80	1:38:34	1:38:34	11	9	0	0	3	0	0	0	1	10
g	81	1:39:13	1:39:18	9	7	0	0	3	0	0	0	1	10
g	82	1:39:59	1:40:5	1	0	0	0	3	0	0	0	1	10
g	83	1:42:1	1:42:5	21	19	0	0	3	0	0	0	1	10
g	84	1:43:40	1:43:48	4	2	0	0	3	0	0	0	1	10
f	85	1:44:43	1:44:43	1	0	0	0	3	0	0	0	1	10
f	86	1:45:15	1:45:24	1	0	0	0	3	0	0	0	1	10
g	87	1:45:29	1:45:32	15	13	0	0	3	0	0	0	1	10
f	88	1:45:58	1:46:2	1	0	0	0	3	0	0	0	1	10
f	89	1:46:16	1:46:19	7	5	0	0	3	0	0	0	1	10
g	90	1:47:30	1:47:36	11	9	0	0	3	0	0	0	1	10
f	91	1:51:42	1:51:44	1	0	0	0	3	0	0	0	1	10
g	92	1:53:39	1:53:40	7	5	0	0	3	0	0	0	1	10
g	93	1:59:50	1:59:54	4	2	0	0	3	0	0	0	1	10
f	94	2:0:14	2:0:15	10	8	0	0	3	0	0	0	1	10
f	95	2:6:38	2:6:41	9	7	0	0	3	0	0	0	1	10
f	96	2:9:4	2:9:5	1	0	0	0	3	0	0	0	1	10
g	97	2:9:42	2:9:44	6	4	0	0	3	0	0	0	1	10
g	98	2:12:43	2:12:50	1	0	0	0	3	0	0	0	1	10
g	99	2:13:30	2:13:30	3	1	0	0	3	0	0	0	1	10
f	100	2:14:22	2:14:30	5	3	0	0	3	0	0	0	1	10
g	101	2:16:44	2:16:46	15	13	0	0	3	0	0	0	1	10
g	102	2:16:49	2:16:52	8	6	0	0	3	0	0	0	1	10
f	103	2:16:57	2:17:0	1	0	0	0	3	0	0	0	1	10
g	104	2:17:44	2:17:50	1	0	0	0	3	0	0	0	1	10
f	105	2:17:48	2:17:52	2	0	0	0	3	1	2	2	1	10
g	106	2:18:40	2:18:43	4	2	0	0	3	0	0	0	1	10
g	107	2:21:12	2:21:19	2	0	0	0	3	0	0	0	1	10
g	108	2:22:14	2:22:18	10	8	0	0	3	0	0	0	1	10
g	109	2:23:37	2:23:44	11	9	0	0	3	0	0	0	1	10
g	110	2:24:29	2:24:32	3	1	0	0	3	0	0	0	1	10
f	111	2:27:5	2:27:14	3	1	0	0	3	0	0	0	1	10
f	112	2:28:50	2:28:54	1	0	0	0	3	0	0	0	1	10
f	113	2:30:31	2:30:37	1	0	0	0	3	0	0	0	1	10
g	114	2:30:44	2:30:47	1	0	0	0	3	0	0	0	1	10
f	115	2:31:14	2:31:16	1	0	0	0	3	0	0	0	1	10
f	116	2:31:44	2:31:44	17	15	0	0	3	0	0	0	1	10
f	117	2:32:15	2:32:22	5	3	0	0	3	0	0	0	1	10
g	118	2:33:17	2:33:19	1	0	0	0	3	0	0	0	1	10
g	119	2:33:44	2:33:45	4	2	0	0	3	0	0	0	1	10
f	120	2:34:56	2:34:56	3	1	0	0	3	0	0	0	1	10
f	121	2:35:5	2:35:7	1	0	0	0	3	0	0	0	1	10
g	122	2:36:8	2:36:16	8	6	0	0	3	0	0	0	1	10
g	123	2:38:17	2:38:20	2	0	0	0	3	0	0	0	1	10
g	124	2:39:15	2:39:19	12	10	0	0	3	0	0	0	1	10
g	125	2:39:18	2:39:25	10	8	0	0	3	0	0	0	1	10
g	126	2:39:33	2:39:35	5	3	0	0	3	0	0	0	1	10
g	127	2:40:42	2:40:47	1	0	0	0	3	0	0	0	1	10
g	128	2:40:56	2:40:57	1	0	0	0	3	0	0	0	1	10
g	129	2:42:38	2:42:38	5	3	0	0	3	0	0	0	1	10
f	130	2:42:45	2:42:49	1	0	0	0	3	0	0	0	1	10
f	131	2:43:27	2:43:29	1	0	0	0	3	0	0	0	1	10
g	132	2:43:50	2:43:55	1	0	0	0	3	0	0	0	1	10
g	133	2:46:1	2:46:4	1	0	0	0	3	0	0	0	1	10
g	134	2:48:44	2:48:52	7	5	0	0	3	0	0	0	1	10
f	135	2:48:56	2:48:59	1	0	0	0	3	0	0	0	1	10
g	136	2:49:15	2:49:15	1	0	0	0	3	0	0	0	1	10
f	137	2:49:18	2:49:21	1	0	0	0	3	0	0	0	1	10
f	138	2:49:55	2:50:1	1	0	0	0	3	0	0	0	1	10
g	139	2:50:22	2:50:25	1	0	0	0	3	0	0	0	1	10
g	140	2:50:28	2:50:29	5	3	0	0	3	0	0	0	1	10
f	141	2:51:0	2:51:4	1	0	0	0	3	0	0	0	1	10
g	142	2:54:49	2:54:54	9	7	0	0	3	0	0	0	1	10
g	143	2:55:27	2:55:36	3	1	0	0	3	0	0	0	1	10
g	144	2:56:49	2:56:58	1	0	0	0	3	0	0	0	1	10
f	145	2:57:11	2:57:14	15	13	0	0	3	0	0	0	1	10
f	146	2:57:54	2:58:1	1	0	0	0	3	0	0	0	1	10
g	147	2:58:6	2:58:14	11	9	0	0	3	0	0	0	1	10
f	148	2:59:56	3:0:0	3	1	0	0	3	0	0	0	1	10
g	149	3:0:25	3:0:33	4	2	0	0	3	0	0	0	1	10
g	150	3:1:48	3:1:52	8	6	0	0	3	0	0	0	1	10
f	151	3:2:3	3:2:10	1	0	0	0	3	0	0	0	1	10
f	152	3:2:11	3:2:15	1	0	0	0	3	0	0	0	1	10
g	153	3:2:25	3:2:29	3	1	0	0	3	0	0	0	1	10
g	154	3:5:7	3:5:11	2	0	0	0	3	0	0	0	1	10
f	155	3:7:1	3:7:8	3	1	0	0	3	0	0	0	1	10
f	156	3:7:24	3:7:29	1	0	0	0	3	0	0	0	1	10
g	157	3:7:54	3:8:2	1	0	0	0	3	0	0	0	1	10
g	158	3:8:39	3:8:45	10	8	0	0	3	0	0	0	1	10
f	159	3:10:18	3:10:21	1	0	0	0	3	0	0	0	1	10
f	160	3:11:19	3:11:24	2	0	0	0	3	0	0	0	1	10
f	161	3:12:42	3:12:49	1	0	0	0	3	0	0	0	1	10
f	162	3:14:19	3:14:19	1	0	0	0	3	0	0	0	1	10
g	163	3:15:4	3:15:11	6	4	1	0	3	0	0	0	1	10
g	164	3:16:25	3:16:30	9	7	0	0	3	0	0	0	1	10
g	165	3:17:12	3:17:12	8	6	0	0	3	0	0	0	1	10
g	166	3:17:17	3:17:17	6	4	0	0	3	0	0	0	1	10
g	167	3:17:49	3:17:55	1	0	0	0	3	0	0	0	1	10
g	168	3:18:46	3:18:54	5	3	0	0	3	0	0	0	1	10
f	169	3:20:33	3:20:41	1	0	0	0	3	0	0	0	1	10
f	170	3:22:6	3:22:11	1	0	0	0	3	0	0	0	1	10
g	171	3:22:26	3:22:32	2	0	0	0	3	0	0	0	1	10
g	172	3:23:23	3:23:29	11	9	0	0	3	0	0	0	1	10
f	173	3:23:29	3:23:35	2	0	0	0	3	1	0	0	1	10
g	174	3:23:55	3:24:3	14	12	0	0	3	0	0	0	1	10
g	175	3:26:15	3:26:21	5	3	0	0	3	0	0	0	1	10
f	176	3:29:34	3:29:37	1	0	0	0	3	0	0	0	1	10
f	177	3:31:28	3:31:28	11	9	0	0	3	0	0	0	1	10
g	178	3:31:32	3:31:35	1	0	0	0	3	0	0	0	1	10
g	179	3:31:36	3:31:43	4	2	0	0	3	0	0	0	1	10
g	180	3:31:39	3:31:46	6	4	0	0	3	0	0	0	1	10
f	181	3:32:45	3:32:45	10	8	1	0	3	0	0	0	1	10
g	182	3:33:6	3:33:10	7	5	0	0	3	0	0	0	1	10
g	183	3:34:2	3:34:9	1	0	0	0	3	0	0	0	1	10
f	184	3:34:24	3:34:25	2	0	0	0	3	0	0	0	1	10
g	185	3:34:49	3:34:57	1	0	0	0	3	0	0	0	1	10
f	186	3:36:53	3:37:0	6	4	0	0	3	0	0	0	1	10
g	187	3:39:5	3:39:7	6	4	0	0	3	0	0	0	1	10
g	188	3:39:39	3:39:48	11	9	0	0	3	0	0	0	1	10
g	189	3:40:55	3:41:2	1	0	0	0	3	0	0	0	1	10
g	190	3:43:52	3:44:1	1	0	0	0	3	0	0	0	1	10
f	191	3:44:10	3:44:14	7	5	0	0	3	0	0	0	1	10
f	192	3:44:34	3:44:37	1	0	0	0	3	0	0	0	1	10
g	0	0:1:49	0:1:56	8	5	0	0	4	0	0	0	1	10
f	1	0:2:7	0:2:13	1	0	0	0	4	0	0	0	1	10
g	2	0:4:48	0:4:56	16	13	0	0	4	0	0	0	1	10
f	3	0:5:7	0:5:16	1	0	0	0	4	0	0	0	1	10
g	4	0:5:34	0:5:38	14	11	0	0	4	0	0	0	1	10
g	5	0:9:1	0:9:6	1	0	0	0	4	0	0	0	1	10
g	6	0:10:22	0:10:25	7	4	0	0	4	0	0	0	1	10
