Speaker	GlobalIndex	StartTime	StopTime	Tokens	NGrams	SelfShared	OtherShared	N	OverlapCount	OverlapSeconds	AvgOverlap	Day	Reality
g	96	1:38:45	1:38:45	1	1	0	0	1	0	0	0	1	9
g	97	1:40:7	1:40:7	1	1	1	0	1	0	0	0	1	9
f	98	1:40:8	1:40:13	1	1	0	1	1	0	0	0	1	9
g	99	1:40:27	1:40:35	1	1	0	0	1	0	0	0	1	9
f	100	1:45:47	1:45:48	7	7	0	0	1	0	0	0	1	9
g	101	1:46:13	1:46:22	11	11	0	1	1	0	0	0	1	9
f	102	1:48:22	1:48:26	11	11	4	3	1	0	0	0	1	9
f	103	1:48:36	1:48:41	11	11	4	1	1	0	0	0	1	9
f	104	1:48:44	1:48:49	9	9	0	3	1	0	0	0	1	9
f	105	1:49:40	1:49:44	1	1	0	0	1	0	0	0	1	9
g	106	1:50:32	1:50:33	7	7	2	0	1	0	0	0	1	9
g	107	1:50:46	1:50:52	1	1	0	0	1	0	0	0	1	9
f	108	1:51:21	1:51:27	2	2	0	0	1	0	0	0	1	9
f	109	1:52:41	1:52:50	7	7	0	0	1	0	0	0	1	9
f	110	1:54:8	1:54:12	7	7	2	0	1	0	0	0	1	9
g	111	1:55:5	1:55:5	2	2	0	1	1	0	0	0	1	9
f	112	1:56:32	1:56:36	1	1	0	0	1	0	0	0	1	9
g	113	1:57:15	1:57:22	1	1	0	0	1	0	0	0	1	9
g	114	2:3:46	2:3:51	1	1	0	0	1	0	0	0	1	9
f	115	2:3:49	2:3:57	1	1	0	1	1	1	2	2	1	9
f	116	2:5:22	2:5:23	1	1	0	0	1	0	0	0	1	9
g	117	2:6:59	2:6:59	6	6	0	0	1	0	0	0	1	9
g	118	2:9:1	2:9:1	8	8	0	0	1	0	0	0	1	9
g	119	2:9:54	2:9:56	8	8	1	0	1	0	0	0	1	9
f	120	2:11:24	2:11:24	4	4	0	1	1	0	0	0	1	9
g	121	2:12:19	2:12:21	6	6	2	2	1	0	0	0	1	9
f	122	2:14:16	2:14:25	7	7	0	0	1	0	0	0	1	9
g	123	2:16:13	2:16:19	14	14	2	2	1	0	0	0	1	9
f	124	2:18:13	2:18:14	1	1	0	0	1	0	0	0	1	9
f	125	2:18:35	2:18:42	1	1	1	0	1	0	0	0	1	9
f	126	2:19:19	2:19:21	1	1	1	0	1	0	0	0	1	9
f	127	2:22:14	2:22:18	1	1	0	0	1	0	0	0	1	9
f	128	2:23:28	2:23:33	10	10	0	6	1	0	0	0	1	9
g	129	2:25:29	2:25:33	1	1	0	0	1	0	0	0	1	9
g	130	2:25:47	2:25:48	1	1	0	0	1	0	0	0	1	9
g	131	2:27:35	2:27:35	4	4	0	0	1	0	0	0	1	9
g	132	2:28:17	2:28:25	8	8	1	1	1	0	0	0	1	9
f	133	2:30:54	2:30:58	1	1	0	0	1	0	0	0	1	9
f	134	2:31:46	2:31:53	1	1	0	0	1	0	0	0	1	9
g	135	2:32:59	2:33:0	1	1	0	0	1	0	0	0	1	9
g	136	2:35:14	2:35:15	1	1	1	0	1	0	0	0	1	9
g	137	2:36:15	2:36:16	1	1	0	0	1	0	0	0	1	9
f	138	2:36:34	2:36:37	1	1	1	0	1	0	0	0	1	9
g	139	2:38:10	2:38:13	8	8	0	0	1	0	0	0	1	9
f	140	2:40:2	2:40:3	1	1	0	0	1	0	0	0	1	9
f	141	2:40:47	2:40:56	3	3	1	2	1	0	0	0	1	9
g	142	2:43:40	2:43:41	5	5	0	0	1	0	0	0	1	9
f	143	2:44:17	2:44:19	1	1	1	0	1	0	0	0	1	9
f	145	2:46:46	2:46:55	2	2	0	0	1	0	0	0	1	9
g	144	2:46:50	2:46:51	8	8	0	1	1	1	5	5	1	9
f	146	2:47:13	2:47:15	3	3	1	1	1	0	0	0	1	9
f	147	2:47:12	2:47:19	6	6	1	1	1	0	0	0	1	9
g	148	2:51:24	2:51:26	6	6	0	0	1	0	0	0	1	9
f	149	2:51:39	2:51:41	5	5	2	0	1	0	0	0	1	9
g	150	2:51:58	2:51:59	11	11	0	4	1	0	0	0	1	9
g	151	2:53:18	2:53:23	21	21	2	2	1	0	0	0	1	9
f	152	2:53:56	2:54:0	5	5	0	1	1	0	0	0	1	9
f	153	2:54:3	2:54:5	1	1	0	0	1	0	0	0	1	9
g	154	2:55:50	2:55:58	1	1	0	1	1	0	0	0	1	9
g	155	2:58:8	2:58:13	14	14	1	1	1	0	0	0	1	9
f	156	2:58:33	2:58:42	1	1	1	1	1	0	0	0	1	9
f	157	2:59:13	2:59:21	1	1	1	1	1	0	0	0	1	9
f	158	3:2:3	3:2:6	15	15	0	6	1	0	0	0	1	9
f	159	3:6:50	3:6:57	1	1	0	0	1	0	0	0	1	9
g	160	3:7:17	3:7:18	2	2	0	0	1	0	0	0	1	9
g	161	3:8:3	3:8:7	7	7	0	0	1	0	0	0	1	9
f	162	3:8:58	3:9:1	2	2	0	0	1	0	0	0	1	9
f	163	3:10:59	3:11:2	6	6	0	1	1	0	0	0	1	9
g	164	3:12:6	3:12:10	11	11	2	4	1	0	0	0	1	9
g	165	3:15:43	3:15:50	5	5	1	1	1	0	0	0	1	9
g	166	3:16:19	3:16:24	15	15	3	4	1	0	0	0	1	9
f	167	3:19:46	3:19:48	4	4	1	1	1	0	0	0	1	9
g	168	3:21:16	3:21:25	11	11	0	0	1	0	0	0	1	9
g	169	3:22:21	3:22:29	1	1	0	0	1	0	0	0	1	9
f	170	3:23:39	3:23:48	9	9	1	1	1	0	0	0	1	9
g	171	3:24:41	3:24:44	5	5	0	1	1	0	0	0	1	9
g	172	3:27:37	3:27:39	5	5	0	0	1	0	0	0	1	9
g	173	3:28:27	3:28:28	1	1	0	0	1	0	0	0	1	9
f	174	3:29:57	3:30:0	1	1	0	0	1	0	0	0	1	9
f	175	3:30:3	3:30:9	17	17	0	0	1	0	0	0	1	9
g	176	3:32:24	3:32:24	11	11	0	2	1	0	0	0	1	9
f	177	3:32:28	3:32:35	2	2	1	0	1	0	0	0	1	9
g	178	3:32:42	3:32:50	3	3	0	0	1	0	0	0	1	9
g	179	3:34:2	3:34:2	1	1	0	0	1	0	0	0	1	9
f	180	3:34:19	3:34:28	1	1	0	1	1	0	0	0	1	9
g	181	3:36:11	3:36:12	9	9	0	0	1	0	0	0	1	9
f	182	3:37:20	3:37:24	1	1	0	0	1	0	0	0	1	9
g	183	3:37:29	3:37:29	6	6	1	0	1	0	0	0	1	9
g	184	3:37:55	3:38:3	5	5	4	0	1	0	0	0	1	9
f	185	3:39:34	3:39:35	11	11	0	3	1	0	0	0	1	9
f	186	3:40:50	3:40:56	1	1	0	0	1	0	0	0	1	9
f	187	3:41:45	3:41:45	1	1	1	0	1	0	0	0	1	9
g	188	3:42:21	3:42:24	1	1	0	1	1	0	0	0	1	9
f	189	3:42:30	3:42:34	1	1	1	1	1	0	0	0	1	9
f	190	3:42:33	3:42:41	1	1	0	0	1	0	0	0	1	9
f	191	3:43:35	3:43:35	3	3	0	1	1	0	0	0	1	9
g	192	3:44:38	3:44:42	9	9	0	0	1	0	0	0	1	9
g	0	0:1:42	0:1:46	10	9	0	0	2	0	0	0	1	9
f	1	0:4:17	0:4:23	5	4	0	0	2	0	0	0	1	9
g	2	0:8:6	0:8:6	6	5	0	0	2	0	0	0	1	9
g	3	0:8:7	0:8:12	17	16	0	0	2	0	0	0	1	9
g	4	0:9:20	0:9:24	1	0	0	0	2	0	0	0	1	9
f	5	0:9:41	0:9:47	1	0	0	0	2	0	0	0	1	9
g	6	0:11:26	0:11:32	8	7	0	0	2	0	0	0	1	9
g	7	0:13:9	0:13:13	6	5	0	0	2	0	0	0	1	9
g	8	0:13:36	0:13:42	9	8	0	0	2	0	0	0	1	9
g	9	0:13:56	0:13:56	1	0	0	0	2	0	0	0	1	9
f	10	0:14:6	0:14:14	1	0	0	0	2	0	0	0	1	9
g	11	0:14:43	0:14:45	5	4	0	0	2	0	0	0	1	9
g	12	0:14:51	0:14:58	2	1	0	0	2	0	0	0	1	9
f	13	0:15:36	0:15:38	1	0	0	0	2	0	0	0	1	9
f	14	0:16:24	0:16:31	2	1	0	0	2	0	0	0	1	9
g	15	0:17:13	0:17:17	10	9	0	0	2	0	0	0	1	9
f	16	0:17:31	0:17:40	1	0	0	0	2	0	0	0	1	9
f	17	0:18:48	0:18:49	5	4	0	0	2	0	0	0	1	9
g	18	0:19:58	0:20:2	3	2	0	0	2	0	0	0	1	9
g	19	0:22:8	0:22:11	9	8	1	0	2	0	0	0	1	9
f	20	0:23:33	0:23:37	2	1	0	0	2	0	0	0	1	9
g	21	0:24:25	0:24:32	14	13	0	0	2	0	0	0	1	9
f	22	0:24:52	0:24:53	1	0	0	0	2	0	0	0	1	9
g	23	0:25:30	0:25:31	4	3	0	0	2	0	0	0	1	9
g	24	0:26:11	0:26:20	6	5	0	0	2	0	0	0	1	9
g	25	0:26:38	0:26:45	2	1	0	0	2	0	0	0	1	9
g	26	0:27:18	0:27:20	7	6	0	0	2	0	0	0	1	9
g	27	0:27:52	0:27:52	4	3	0	0	2	0	0	0	1	9
g	28	0:29:24	0:29:33	1	0	0	0	2	0	0	0	1	9
f	29	0:29:44	0:29:47	7	6	0	0	2	0	0	0	1	9
f	30	0:32:25	0:32:30	1	0	0	0	2	0	0	0	1	9
g	31	0:33:3	0:33:11	15	14	0	0	2	0	0	0	1	9
g	32	0:33:17	0:33:20	1	0	0	0	2	0	0	0	1	9
f	33	0:33:39	0:33:44	1	0	0	0	2	0	0	0	1	9
g	34	0:34:58	0:35:7	4	3	0	0	2	0	0	0	1	9
f	35	0:36:59	0:37:8	1	0	0	0	2	0	0	0	1	9
f	36	0:37:31	0:37:33	5	4	0	1	2	0	0	0	1	9
f	37	0:38:42	0:38:45	1	0	0	0	2	0	0	0	1	9
f	38	0:40:43	0:40:44	1	0	0	0	2	0	0	0	1	9
g	39	0:40:45	0:40:45	7	6	1	0	2	0	0	0	1	9
g	40	0:42:12	0:42:19	1	0	0	0	2	0	0	0	1	9
f	41	0:42:40	0:42:44	10	9	0	0	2	0	0	0	1	9
f	42	0:43:2	0:43:11	1	0	0	0	2	0	0	0	1	9
f	43	0:43:23	0:43:24	1	0	0	0	2	0	0	0	1	9
g	44	0:43:59	0:43:59	5	4	0	0	2	0	0	0	1	9
g	45	0:44:32	0:44:40	1	0	0	0	2	0	0	0	1	9
g	46	0:45:33	0:45:41	6	5	0	0	2	0	0	0	1	9
g	47	0:46:32	0:46:36	15	14	0	0	2	0	0	0	1	9
f	48	0:46:36	0:46:45	1	0	0	0	2	1	0	0	1	9
g	49	0:46:54	0:46:57	7	6	0	0	2	0	0	0	1	9
g	50	0:55:27	0:55:30	1	0	0	0	2	0	0	0	1	9
g	51	0:56:20	0:56:28	5	4	0	0	2	0	0	0	1	9
g	52	0:56:46	0:56:48	3	2	0	0	2	0	0	0	1	9
f	53	0:56:48	0:56:51	6	5	0	0	2	1	0	0	1	9
f	54	0:58:8	0:58:12	1	0	0	0	2	0	0	0	1	9
g	55	0:59:56	0:59:57	8	7	0	0	2	0	0	0	1	9
g	56	1:0:34	1:0:38	5	4	0	0	2	0	0	0	1	9
f	57	1:1:15	1:1:15	1	0	0	0	2	0	0	0	1	9
f	58	1:1:11	1:1:19	15	14	0	0	2	0	0	0	1	9
g	59	1:2:45	1:2:46	3	2	0	0	2	0	0	0	1	9
g	60	1:2:43	1:2:51	3	2	0	1	2	0	0	0	1	9
f	61	1:2:56	1:2:56	1	0	0	0	2	0	0	0	1	9
f	62	1:5:31	1:5:31	1	0	0	0	2	0	0	0	1	9
g	63	1:5:41	1:5:44	4	3	0	0	2	0	0	0	1	9
g	64	1:5:53	1:6:0	11	10	1	0	2	0	0	0	1	9
f	65	1:6:36	1:6:37	5	4	0	1	2	0	0	0	1	9
g	66	1:7:56	1:8:5	9	8	1	0	2	0	0	0	1	9
f	67	1:10:0	1:10:0	5	4	0	0	2	0	0	0	1	9
f	69	1:11:23	1:11:31	3	2	0	0	2	0	0	0	1	9
g	68	1:11:28	1:11:29	2	1	0	0	2	1	3	3	1	9
g	70	1:12:24	1:12:29	3	2	0	0	2	0	0	0	1	9
g	71	1:12:39	1:12:48	4	3	0	0	2	0	0	0	1	9
g	72	1:14:9	1:14:16	1	0	0	0	2	0	0	0	1	9
g	73	1:15:15	1:15:19	10	9	0	0	2	0	0	0	1	9
g	74	1:15:34	1:15:39	1	0	0	0	2	0	0	0	1	9
f	75	1:16:6	1:16:10	9	8	0	0	2	0	0	0	1	9
f	76	1:16:24	1:16:26	1	0	0	0	2	0	0	0	1	9
g	77	1:17:58	1:18:6	13	12	0	0	2	0	0	0	1	9
g	78	1:21:56	1:22:3	16	15	0	0	2	0	0	0	1	9
g	79	1:22:29	1:22:29	1	0	0	0	2	0	0	0	1	9
g	80	1:22:45	1:22:48	1	0	0	0	2	0	0	0	1	9
g	81	1:23:4	1:23:13	1	0	0	0	2	0	0	0	1	9
f	82	1:25:3	1:25:6	1	0	0	0	2	0	0	0	1	9
g	83	1:25:44	1:25:48	6	5	0	0	2	0	0	0	1	9
g	84	1:27:22	1:27:23	10	9	0	0	2	0	0	0	1	9
g	85	1:29:7	1:29:9	12	11	0	0	2	0	0	0	1	9
g	86	1:29:28	1:29:28	6	5	0	0	2	0	0	0	1	9
g	87	1:30:30	1:30:35	3	2	0	0	2	0	0	0	1	9
f	88	1:30:45	1:30:49	1	0	0	0	2	0	0	0	1	9
g	89	1:31:16	1:31:16	4	3	0	0	2	0	0	0	1	9
f	90	1:31:28	1:31:37	1	0	0	0	2	0	0	0	1	9
g	91	1:35:12	1:35:19	1	0	0	0	2	0	0	0	1	9
f	92	1:35:20	1:35:26	3	2	0	0	2	0	0	0	1	9
g	93	1:36:32	1:36:33	4	3	0	0	2	0	0	0	1	9
f	94	1:38:7	1:38:15	7	6	0	0	2	0	0	0	1	9
f	95	1:38:14	1:38:23	1	0	0	0	2	0	0	0	1	9
g	96	1:38:45	1:38:45	1	0	0	0	2	0	0	0	1	9
g	97	1:40:7	1:40:7	1	0	0	0	2	0	0	0	1	9
f	98	1:40:8	1:40:13	1	0	0	0	2	0	0	0	1	9
g	99	1:40:27	1:40:35	1	0	0	0	2	0	0	0	1	9
f	100	1:45:47	1:45:48	7	6	0	0	2	0	0	0	1	9
g	101	1:46:13	1:46:22	11	10	0	0	2	0	0	0	1	9
f	102	1:48:22	1:48:26	11	10	0	0	2	0	0	0	1	9
f	103	1:48:36	1:48:41	11	10	1	0	2	0	0	0	1	9
f	104	1:48:44	1:48:49	9	8	0	0	2	0	0	0	1	9
f	105	1:49:40	1:49:44	1	0	0	0	2	0	0	0	1	9
g	106	1:50:32	1:50:33	7	6	0	0	2	0	0	0	1	9
g	107	1:50:46	1:50:52	1	0	0	0	2	0	0	0	1	9
f	108	1:51:21	1:51:27	2	1	0	0	2	0	0	0	1	9
f	109	1:52:41	1:52:50	7	6	0	0	2	0	0	0	1	9
f	110	1:54:8	1:54:12	7	6	0	0	2	0	0	0	1	9
g	111	1:55:5	1:55:5	2	1	0	0	2	0	0	0	1	9
f	112	1:56:32	1:56:36	1	0	0	0	2	0	0	0	1	9
g	113	1:57:15	1:57:22	1	0	0	0	2	0	0	0	1	9
g	114	2:3:46	2:3:51	1	0	0	0	2	0	0	0	1	9
f	115	2:3:49	2:3:57	1	0	0	0	2	1	2	2	1	9
f	116	2:5:22	2:5:23	1	0	0	0	2	0	0	0	1	9
g	117	2:6:59	2:6:59	6	5	0	0	2	0	0	0	1	9
g	118	2:9:1	2:9:1	8	7	0	0	2	0	0	0	1	9
g	119	2:9:54	2:9:56	8	7	0	0	2	0	0	0	1	9
f	120	2:11:24	2:11:24	4	3	0	0	2	0	0	0	1	9
g	121	2:12:19	2:12:21	6	5	0	1	2	0	0	0	1	9
f	122	2:14:16	2:14:25	7	6	0	0	2	0	0	0	1	9
g	123	2:16:13	2:16:19	14	13	0	0	2	0	0	0	1	9
f	124	2:18:13	2:18:14	1	0	0	0	2	0	0	0	1	9
f	125	2:18:35	2:18:42	1	0	0	0	2	0	0	0	1	9
f	126	2:19:19	2:19:21	1	0	0	0	2	0	0	0	1	9
f	127	2:22:14	2:22:18	1	0	0	0	2	0	0	0	1	9
f	128	2:23:28	2:23:33	10	9	0	2	2	0	0	0	1	9
g	129	2:25:29	2:25:33	1	0	0	0	2	0	0	0	1	9
g	130	2:25:47	2:25:48	1	0	0	0	2	0	0	0	1	9
g	131	2:27:35	2:27:35	4	3	0	0	2	0	0	0	1	9
g	132	2:28:17	2:28:25	8	7	0	0	2	0	0	0	1	9
f	133	2:30:54	2:30:58	1	0	0	0	2	0	0	0	1	9
f	134	2:31:46	2:31:53	1	0	0	0	2	0	0	0	1	9
g	135	2:32:59	2:33:0	1	0	0	0	2	0	0	0	1	9
g	136	2:35:14	2:35:15	1	0	0	0	2	0	0	0	1	9
g	137	2:36:15	2:36:16	1	0	0	0	2	0	0	0	1	9
f	138	2:36:34	2:36:37	1	0	0	0	2	0	0	0	1	9
g	139	2:38:10	2:38:13	8	7	0	0	2	0	0	0	1	9
f	140	2:40:2	2:40:3	1	0	0	0	2	0	0	0	1	9
f	141	2:40:47	2:40:56	3	2	0	1	2	0	0	0	1	9
g	142	2:43:40	2:43:41	5	4	0	0	2	0	0	0	1	9
f	143	2:44:17	2:44:19	1	0	0	0	2	0	0	0	1	9
f	145	2:46:46	2:46:55	2	1	0	0	2	0	0	0	1	9
g	144	2:46:50	2:46:51	8	7	0	0	2	1	5	5	1	9
f	146	2:47:13	2:47:15	3	2	0	0	2	0	0	0	1	9
f	147	2:47:12	2:47:19	6	5	0	0	2	0	0	0	1	9
g	148	2:51:24	2:51:26	6	5	0	0	2	0	0	0	1	9
f	149	2:51:39	2:51:41	5	4	0	0	2	0	0	0	1	9
g	150	2:51:58	2:51:59	11	10	0	1	2	0	0	0	1	9
g	151	2:53:18	2:53:23	21	20	0	0	2	0	0	0	1	9
f	152	2:53:56	2:54:0	5	4	0	0	2	0	0	0	1	9
f	153	2:54:3	2:54:5	1	0	0	0	2	0	0	0	1	9
g	154	2:55:50	2:55:58	1	0	0	0	2	0	0	0	1	9
g	155	2:58:8	2:58:13	14	13	0	0	2	0	0	0	1	9
f	156	2:58:33	2:58:42	1	0	0	0	2	0	0	0	1	9
f	157	2:59:13	2:59:21	1	0	0	0	2	0	0	0	1	9
f	158	3:2:3	3:2:6	15	14	0	2	2	0	0	0	1	9
f	159	3:6:50	3:6:57	1	0	0	0	2	0	0	0	1	9
g	160	3:7:17	3:7:18	2	1	0	0	2	0	0	0	1	9
g	161	3:8:3	3:8:7	7	6	0	0	2	0	0	0	1	9
f	162	3:8:58	3:9:1	2	1	0	0	2	0	0	0	1	9
f	163	3:10:59	3:11:2	6	5	0	0	2	0	0	0	1	9
g	164	3:12:6	3:12:10	11	10	0	0	2	0	0	0	1	9
g	165	3:15:43	3:15:50	5	4	0	0	2	0	0	0	1	9
g	166	3:16:19	3:16:24	15	14	0	0	2	0	0	0	1	9
f	167	3:19:46	3:19:48	4	3	0	0	2	0	0	0	1	9
g	168	3:21:16	3:21:25	11	10	0	0	2	0	0	0	1	9
g	169	3:22:21	3:22:29	1	0	0	0	2	0	0	0	1	9
f	170	3:23:39	3:23:48	9	8	0	0	2	0	0	0	1	9
g	171	3:24:41	3:24:44	5	4	0	0	2	0	0	0	1	9
g	172	3:27:37	3:27:39	5	4	0	0	2	0	0	0	1	9
g	173	3:28:27	3:28:28	1	0	0	0	2	0	0	0	1	9
f	174	3:29:57	3:30:0	1	0	0	0	2	0	0	0	1	9
f	175	3:30:3	3:30:9	17	16	0	0	2	0	0	0	1	9
g	176	3:32:24	3:32:24	11	10	0	0	2	0	0	0	1	9
f	177	3:32:28	3:32:35	2	1	0	0	2	0	0	0	1	9
g	178	3:32:42	3:32:50	3	2	0	0	2	0	0	0	1	9
g	179	3:34:2	3:34:2	1	0	0	0	2	0	0	0	1	9
f	180	3:34:19	3:34:28	1	0	0	0	2	0	0	0	1	9
g	181	3:36:11	3:36:12	9	8	0	0	2	0	0	0	1	9
f	182	3:37:20	3:37:24	1	0	0	0	2	0	0	0	1	9
g	183	3:37:29	3:37:29	6	5	0	0	2	0	0	0	1	9
g	184	3:37:55	3:38:3	5	4	2	0	2	0	0	0	1	9
f	185	3:39:34	3:39:35	11	10	0	1	2	0	0	0	1	9
f	186	3:40:50	3:40:56	1	0	0	0	2	0	0	0	1	9
f	187	3:41:45	3:41:45	1	0	0	0	2	0	0	0	1	9
g	188	3:42:21	3:42:24	1	0	0	0	2	0	0	0	1	9
f	189	3:42:30	3:42:34	1	0	0	0	2	0	0	0	1	9
f	190	3:42:33	3:42:41	1	0	0	0	2	0	0	0	1	9
