Global Index,Reality,EyeCon,Familiar,DevScore,OS,SS
89,2,false,false,11,0.23875493298067638,0.2426249890774819
90,2,false,false,73,0.21148951791809048,0.2116481443526767
91,2,true,false,26,0.21407846678137643,0.28447651897439
92,2,true,false,49,0.23737404407211543,0.25262785360952394
93,2,false,false,43,0.2018302007648503,0.19936908928562871
94,2,false,false,30,0.2607091849166667,0.2719204462107844
95,2,true,true,146,0.20670702657613643,0.2668780720228573
96,2,true,true,187,0.20681750735978838,0.23292419771428594
97,2,false,true,66,0.18135223841802714,0.20295653092832777
98,2,false,true,4,0.22793888146022095,0.21989802963387975
99,2,true,true,28,0.18964335160813958,0.24654262356725165
100,2,true,true,38,0.1986090986829268,0.21729418540040654
101,2,false,true,154,0.20427274044788207,0.21703499566495432
102,2,false,true,102,0.22172328714388495,0.22569609885144928
103,2,true,false,38,0.22393300006188235,0.2254475681724058
104,2,true,false,81,0.23754749672857142,0.24003800694545466
105,2,false,false,97,0.18599480163324408,0.21130490498575266
106,2,false,false,35,0.1791578262682758,0.26703501619862996
107,2,true,false,60,0.23790421569444434,0.2513861739972349
108,2,true,false,32,0.20574206282486493,0.21235088591855195
109,2,false,false,54,0.2516805750196079,0.3577686398529409
110,2,false,false,67,0.2107534196405714,0.22768030059378536
111,2,true,true,86,0.2103192195046729,0.22387558778899083
112,2,true,true,7,0.2024409122268323,0.2172704545316768
113,2,false,true,27,0.22630768992142863,0.21027268361857146
114,2,false,true,57,0.2357486401354166,0.2627411560811517
115,2,true,true,24,0.19310381348472205,0.21814117861533133
116,2,true,true,7,0.2558951116885461,0.2670041335017698
117,2,false,true,27,0.22346880306338793,0.22706728181386313
118,2,false,true,38,0.2048496576223776,0.24939338158041954
119,2,true,false,37,0.18363673361268662,0.2043777144887219
120,2,true,false,135,0.23083505880833338,0.23560294044134078
121,2,false,false,11,0.12956899492682925,0.4237213644125001
122,2,false,false,54,0.20911463534453784,0.2993467762190081
123,2,true,false,25,0.21234229113354833,0.26663909207096775
124,2,true,false,47,0.239076175364762,0.24903224724152861
125,2,false,false,43,0.24853628860909088,0.2754970648348624
126,2,false,false,19,0.22780242645621618,0.27575253317754006
127,3,false,true,78,0.22086771994387744,0.23197646739435898
0,3,false,true,204,0.16528031665789472,0.27947993337333327
1,3,true,true,40,0.20391101484315063,0.20837670185793095
2,3,true,true,53,0.21913923878715272,0.2121575460146342
3,3,false,true,35,0.26111249894175814,0.28122396938461525
4,3,false,true,34,0.21222702767828952,0.23230146976622518
5,3,true,true,18,0.20876862628571433,0.3090687940666667
6,3,true,true,69,0.21824408543122673,0.22423145522611934
7,3,false,false,51,0.194829523535065,0.22280371475163402
8,3,false,false,90,0.21069478830850435,0.21334141389283637
9,3,true,false,44,0.20255588056313115,0.2056640059103797
10,3,true,false,104,0.20533740691959793,0.21633309032935333
11,3,false,false,41,0.19617295124903142,0.2599237430924106
12,3,false,false,99,0.22947127434946807,0.26404812968449204
13,3,true,false,20,0.19435511183030307,0.2390413236829269
14,3,true,false,19,0.21161345632647066,0.2253791129950103
15,3,false,true,105,0.20738039354218743,0.23909227385765378
16,3,false,true,114,0.21739755278693176,0.24146361081134277
17,3,true,true,56,0.2121201824406015,0.24966186338787885
18,3,true,true,45,0.21648187732160812,0.22866421887222202
19,3,false,true,139,0.21612685252273808,0.21508509938095224
20,3,false,true,99,0.227529220027619,0.24238124576066342
21,3,true,true,55,0.20050227016583852,0.24211972266459628
22,3,true,true,42,0.23793478854819272,0.23970235210658683
23,3,false,false,74,0.18679204480505615,0.20928623560552478
24,3,false,false,83,0.2184298149277109,0.2585154335172414
25,3,true,false,75,0.21585229753745458,0.25617354564416056
26,3,true,false,45,0.2033844840719139,0.23222353454668743
27,3,false,false,21,0.24316284168612706,0.24156492444941852
28,3,false,false,37,0.1764071210904522,0.25701628702900003
29,3,true,false,28,0.20967438718846157,0.2355833225769231
30,3,true,false,20,0.2078243444952992,0.20835944842649576
31,3,false,true,64,0.2231875953,0.25308737385336133
32,3,false,true,201,0.21032356463219284,0.20441301967136571
33,3,true,true,29,0.17287460906250002,0.25379545691954025
34,3,true,true,90,0.19663853829166658,0.2255176786927374
35,3,false,true,17,0.23702262487777784,0.2263328414671053
36,3,false,true,65,0.22230207770796462,0.25968965656194704
37,3,true,true,108,0.168264433498718,0.2656620889038461
38,3,true,true,28,0.17346272667270005,0.22914491736074075
39,3,false,false,83,0.2096821077985075,0.22987032279699252
40,3,false,false,56,0.21452894060252095,0.2686231504398306
41,3,true,false,161,0.19233046104316662,0.23931905497237577
42,3,true,false,108,0.18706044587320256,0.2665958232398693
43,3,false,false,178,0.1945280327345625,0.20106117430490797
44,3,false,false,52,0.2210957055,0.21537787556475416
45,3,true,false,52,0.18968739566499998,0.27757230222222223
46,3,true,false,145,0.14716842256632648,0.21760889886597934
47,3,false,true,157,0.23166365010455875,0.2613972021303703
48,3,false,true,56,0.2302378130171428,0.26033441425714293
49,3,true,true,104,0.20545057672169806,0.22050016191469193
50,3,true,true,35,0.2148350044192983,0.23586160245814985
51,3,false,true,34,0.17112685656857143,0.24434124248591943
52,3,false,true,26,0.2014674321296704,0.23065654375944755
53,3,true,true,48,0.204486865947909,0.2508122560118182
54,3,true,true,53,0.19081453731066667,0.22315173090848212
55,3,false,false,25,0.23376559302994024,0.2563590665421685
56,3,false,false,112,0.21371543573657564,0.23906528214160153
57,3,true,false,54,0.19558837876586807,0.2297000439306309
58,3,true,false,76,0.2245752470862384,0.2230139401648353
59,3,false,false,40,0.21422035411891266,0.2230678580846921
60,3,false,false,62,0.2065418943375586,0.23268330280117638
61,3,true,false,47,0.23637841215957445,0.23401481555048004
62,3,true,false,49,0.21537905945790778,0.2779609411585366
63,3,true,true,135,0.21330325185992904,0.2157482237852113
64,3,true,true,227,0.21083563817465292,0.21959780631951226
65,3,false,true,74,0.21670271465595836,0.24640341209166658
66,3,false,true,152,0.21714538132727285,0.265277883236111
67,3,true,true,105,0.2209748297034682,0.22328828394476738
68,3,true,true,53,0.18272911010354617,0.21889025031642861
69,3,false,true,104,0.2735059818035484,0.24955667007792207
70,3,false,true,85,0.20063317491616425,0.30901731635616453
71,3,true,false,120,0.22252889107716053,0.2545679537105589
72,3,true,false,97,0.19093401369610394,0.20756952601428572
73,3,false,false,105,0.2383507550742358,0.2279720007530702
74,3,false,false,142,0.1971407482752294,0.2922351174907407
75,3,true,false,66,0.21294480587578946,0.24891741999700684
76,3,true,false,89,0.24583180479420275,0.21249169858285705
77,3,false,false,28,0.24108020773582892,0.2390498425924731
78,3,false,false,58,0.2235871249346405,0.23687120939741937
79,3,true,true,140,0.22592133924083327,0.2803483652727273
80,3,true,true,191,0.19002843878476555,0.2153173577437982
81,3,false,true,28,0.1824908397907031,0.19071309950810386
82,3,false,true,154,0.20660857643689315,0.23228833626407772
83,3,true,true,20,0.27300117035616434,0.2655351540408163
84,3,true,true,89,0.2016583512953368,0.24905037810260425
85,3,false,true,57,0.2016885053604651,0.2512483328906251
86,3,false,true,37,0.20989191254630873,0.2522570648453333
87,3,true,false,204,0.2259508674563291,0.23640351404347834
88,3,true,false,117,0.22015881300448428,0.23031819094144138
89,3,false,false,11,0.23503315979958836,0.23744483731652327
90,3,false,false,73,0.21630414382914576,0.2426335530050504
91,3,true,false,26,0.24465418647418047,0.2688447201707317
92,3,true,false,49,0.23816755444497603,0.25801211787619055
93,3,false,false,43,0.20453832006506026,0.23091662579820352
94,3,false,false,30,0.2657169509573531,0.26835747015686257
95,3,true,true,146,0.2060018128585227,0.2335100374114285
96,3,true,true,187,0.21882261329000002,0.2331733213968253
97,3,false,true,66,0.18821745068972615,0.20667185016791834
98,3,false,true,4,0.20538566641573033,0.22601271494043715
99,3,true,true,28,0.21198508127093021,0.24070875487099438
100,3,true,true,38,0.17938340093548386,0.22026546609756106
101,3,false,true,154,0.20875432748360945,0.21807233317449523
102,3,false,true,102,0.2368641751773723,0.21216370247101451
103,3,true,false,38,0.21484090062682376,0.21230490979268885
104,3,true,false,81,0.2185783415695239,0.24609318499712918
105,3,false,false,97,0.20122908371957107,0.21904516742688165
106,3,false,false,35,0.16290186052108843,0.2546628749006848
107,3,true,false,60,0.23720875642201839,0.2575544531589861
108,3,true,false,32,0.1994882581797272,0.20144825346606338
109,3,false,false,54,0.23895330868088224,0.3087690677156862
110,3,false,false,67,0.21345081058707868,0.22852463268926554
111,3,true,true,86,0.21637857076788986,0.25205239932229356
