Global Index,Reality,OS,SS
83,1,0.5717917607432432,0.5816748470748296
84,1,0.5574679193750002,0.5742737414322919
85,1,0.5163995145234374,0.5364078396875
86,1,0.5504368088079471,0.55324582164
87,1,0.55728567971519,0.5595630246521736
88,1,0.5752977379596415,0.5922022861261257
89,1,0.5212637461690818,0.5236019787292978
90,1,0.5305719327373738,0.5185033853636364
91,1,0.5086526068311742,0.5577142142581298
92,1,0.5735963307884615,0.541787749752381
93,1,0.49533809928571426,0.5076130218952096
94,1,0.5812010587058819,0.5912197484313726
95,1,0.5786309055681818,0.5820028175714285
96,1,0.46328310767894737,0.47970658895767204
97,1,0.4422337429421771,0.48285116245733756
98,1,0.46410936947513776,0.47201142489071046
99,1,0.5329558579117647,0.5635340947953221
100,1,0.48612499552845506,0.5075572575284553
101,1,0.5438060131761471,0.5537264376788984
102,1,0.5122684764379564,0.5127084641884061
103,1,0.5476447408278303,0.5668537472712257
104,1,0.4842188916754372,0.5215163624880386
105,1,0.5445961889991954,0.5644492770551073
106,1,0.477769230215278,0.5345420153013704
107,1,0.5453875293944955,0.5412341613364059
108,1,0.5230092097375569,0.5147057277647057
109,1,0.5753566211747573,0.6151331607156864
110,1,0.4908038800898878,0.506491140258192
111,1,0.6108444461818179,0.6279004551376148
112,1,0.5549620426397515,0.5465541053416149
113,1,0.5530593528368795,0.552528519357143
114,1,0.5697147914583333,0.585033082513089
115,1,0.5526405955208332,0.5419983514982574
116,1,0.6108065440403592,0.6199848301548674
117,1,0.5546402234615383,0.5501459575342459
118,1,0.5220974377464788,0.5379536418881121
119,1,0.494873198358209,0.49778431887218055
120,1,0.5295446135977656,0.5633741822346368
121,1,0.4040931933846153,0.5358757152499999
122,1,0.6442117504273507,0.6351251200826445
123,1,0.5528720622258061,0.5439875817677416
124,1,0.6005143156317454,0.584142650012739
125,1,0.6113781284905666,0.6434393791743119
126,1,0.5672449722673799,0.604354745160428
127,2,0.5693432655128206,0.5837353003589743
0,2,0.5332326140131581,0.5826213387333335
1,2,0.49171902541095885,0.5019596796068969
2,2,0.4706233457847222,0.5038415497142856
3,2,0.49403036032967057,0.5607273743956047
4,2,0.511162182777171,0.49743178220993406
5,2,0.5949492667307692,0.6214635932380952
6,2,0.5903054397798506,0.567298231376866
7,2,0.5403231760774836,0.5409139580392157
8,2,0.4888691952963506,0.4889590840027776
9,2,0.5624824439974683,0.5564050308607594
10,2,0.5263020911895264,0.5254843415597018
11,2,0.5356428166294647,0.5640607975625004
12,2,0.557735688425532,0.5366956499732619
13,2,0.4756728858181818,0.5342778399085367
14,2,0.52136458687395,0.5286158197810531
15,2,0.540371644183908,0.5433846579999998
16,2,0.4714977463735634,0.4589089317089144
17,2,0.5001400592857141,0.5281486486742424
18,2,0.508059946712121,0.5181839578989902
19,2,0.4620717707826088,0.49222831411309537
20,2,0.547374847410377,0.5540474970142177
21,2,0.480751128182099,0.5128414151552795
22,2,0.5313755696529765,0.5506772043353296
23,2,0.538829671160221,0.5016520076243094
24,2,0.4469132229545455,0.5134035805172414
25,2,0.540543074069343,0.5664443955386859
26,2,0.47956556269841333,0.5509067935280759
27,2,0.5352797908313256,0.5239324938023256
28,2,0.4715949939950248,0.543111410345
29,2,0.4840010022904763,0.5207080027019233
30,2,0.5958118464936172,0.5742214965982907
31,2,0.5696800176331878,0.573295675957983
32,2,0.4393075807488988,0.44819743822466956
33,2,0.48822474604651167,0.5919167121839081
34,2,0.4940665554444444,0.4975981048044693
35,2,0.514435168411765,0.5435343500065789
36,2,0.5229486217017547,0.4745514730973451
37,2,0.4934902801265824,0.5114097493589745
38,2,0.4594731064036696,0.5046524124074074
39,2,0.4426074929104479,0.48437831390676694
40,2,0.4538136077457628,0.4603874528305084
41,2,0.5183960641340777,0.5756952328729281
42,2,0.5149064625649353,0.5814951480392154
43,2,0.4944848119999998,0.5211857849693251
44,2,0.5463640802786884,0.5258758843278689
45,2,0.5202300908865982,0.586340154848485
46,2,0.49628653070408174,0.5229670850309279
47,2,0.5027408255555555,0.5712113574370372
48,2,0.4773532966666668,0.5128265849999999
49,2,0.43899662263679284,0.4895306999715639
50,2,0.5183717413473452,0.506221173801762
51,2,0.42100369410285726,0.4952566779885057
52,2,0.5158460319890111,0.5205694243370168
53,2,0.44899495051351357,0.4951343393209094
54,2,0.45975178061288907,0.49902766620535716
55,2,0.4649358319107786,0.46546511280855435
56,2,0.5289212502799997,0.5275127013925781
57,2,0.48628350573192747,0.5314893464420419
58,2,0.5494523847546786,0.556505457271063
59,2,0.5066063077943256,0.5241975358689572
60,2,0.597423451023585,0.5984113648564704
61,2,0.5254815359599998,0.5333566217279996
62,2,0.5800061166666667,0.6140794548463417
63,2,0.4848697950982457,0.492993445472641
64,2,0.49716417760069426,0.5165032387595816
65,2,0.51410356315625,0.5607122089687502
66,2,0.4915091006737586,0.5124587685416668
67,2,0.4646685620924856,0.5100125202499998
68,2,0.4378279801152172,0.4388826836571427
69,2,0.5489926608774193,0.5343073166038959
70,2,0.5708567344109591,0.6210921131027395
71,2,0.5401138904430376,0.5480055509316772
72,2,0.6062463830172414,0.5478059334891775
73,2,0.5471537522114539,0.5586723077456144
74,2,0.5779933919266058,0.593516706537037
75,2,0.5899441527931034,0.6076605857093428
76,2,0.5296093465248225,0.5595665088642857
77,2,0.5614944546994538,0.5932849395645161
78,2,0.5861502785256413,0.6078959039354833
79,2,0.5664604050573773,0.5724443933057856
80,2,0.4949743466023162,0.5153224364728681
81,2,0.5344613046130632,0.5164631326975171
82,2,0.5735065456019419,0.5446005982815535
83,2,0.5625353923129253,0.5574924636054425
84,2,0.5327692333834195,0.5733967074479165
85,2,0.5437185574496126,0.5367193384374999
86,2,0.5253887065866668,0.5439746612666669
87,2,0.5605432537654323,0.5707226592670807
88,2,0.5710934814155252,0.5812646081981984
89,2,0.5292455885845412,0.5162337838401936
90,2,0.5340860885376887,0.5313816472828279
91,2,0.5191533150417001,0.5565516374308943
92,2,0.5439658447067311,0.5523881311333337
93,2,0.4725209812994013,0.4726769688149702
94,2,0.5919186553431375,0.5897145941666668
95,2,0.5748305943181818,0.5839309921142856
96,2,0.44967345664021185,0.4829984186507936
97,2,0.4549952399965985,0.47490699869624553
98,2,0.49496724466850817,0.4923057809726776
99,2,0.5377089130581397,0.5556116162280701
100,2,0.46826746097561,0.48537528805691055
101,2,0.5317496568655617,0.5429743492128439
102,2,0.528391784273381,0.5079790893173912
103,2,0.572120660317647,0.5560027878183961
104,2,0.5325624779095239,0.5272430837411488
105,2,0.5510326286134047,0.5659792804543011
106,2,0.43260594641172423,0.5420024364835617
107,2,0.5090444141162036,0.5458115271705067
108,2,0.5239008369198199,0.5222157333846157
109,2,0.5994835101666668,0.6090185548529413
110,2,0.4873924893885712,0.5030262291299432
111,2,0.5779249516822432,0.600429738623853
112,2,0.5522219716956521,0.5536456502795027
113,2,0.5915118052142857,0.5428102250000001
114,2,0.5547086535328124,0.5834652839214663
115,2,0.5458149060555553,0.5458958471080138
116,2,0.622323752378855,0.6100919409557523
117,2,0.5604425164699456,0.5677708474794516
118,2,0.4862463470279721,0.5168490699300703
119,2,0.4627471418059703,0.4972392909548871
120,2,0.5467517820555559,0.5426480897206704
121,2,0.41152458975609757,0.585233667
122,2,0.597692913193277,0.636424895041322
123,2,0.5550993269032257,0.5779619212903226
124,2,0.595062199126984,0.5849975043917199
125,2,0.6556134148272725,0.6276491185688073
126,2,0.5787617244864864,0.6099591623796794
127,3,0.5295293865561227,0.544891852461539
0,3,0.5202004483552631,0.5835017685333335
1,3,0.5022395855650684,0.4748470742275865
2,3,0.5064491636979161,0.48198884835540046
3,3,0.5266846154945056,0.5469441503296707
4,3,0.5023407045657894,0.5113312219072847
5,3,0.5530252899047617,0.623954159142857
6,3,0.5595188851263946,0.5674932737126865
7,3,0.5346055360688312,0.5481329303267977
8,3,0.5031706855527865,0.4923876413347957
9,3,0.5524697962474743,0.5451094607544302
10,3,0.5022586394221107,0.5234835506815917
11,3,0.49565662271614325,0.5431129756785713
12,3,0.5562417856276595,0.560398793657754
13,3,0.5104080346242428,0.5263820056463412
14,3,0.5180385340504204,0.5333123670968423
15,3,0.5398189555468749,0.5534037839653846
16,3,0.4877534222102271,0.5000280909388569
17,3,0.5444832432781956,0.5343470660606064
18,3,0.5200227494472361,0.542091160909091
19,3,0.491468038809524,0.48961976657896833
20,3,0.5719006563619048,0.5633695843270141
21,3,0.4791904754844719,0.5111233336832298
22,3,0.5201821725825299,0.5317357243233533
23,3,0.521326890033708,0.5208824976574584
24,3,0.5136024157831327,0.5026789699999997
25,3,0.5551199481309091,0.5670582123321167
26,3,0.51628476658147,0.5410198646845427
27,3,0.5676792906011565,0.5393494941744187
28,3,0.5066067732296482,0.5668192692650004
29,3,0.4691142425798077,0.5322813515576923
30,3,0.5724762072222221,0.5635070561111111
31,3,0.5694670942857142,0.5749735669915966
32,3,0.45142444559824557,0.4530248404493391
33,3,0.5138664032954547,0.5636543105747126
34,3,0.4706724491666669,0.49881048804469286
35,3,0.5245644502875817,0.5194878836184212
36,3,0.514833084300885,0.5194783092831861
37,3,0.4476416121538462,0.5543712410512824
38,3,0.4368891581400001,0.5165107053981483
39,3,0.4849176952985073,0.48450940189473696
40,3,0.42983762122436986,0.4900069237118644
41,3,0.5298013479444446,0.5606553821215469
42,3,0.5338484657516338,0.5761807763137256
43,3,0.4867379537124997,0.5061202045705526
44,3,0.5248640486557379,0.523634679532787
45,3,0.5139944470860001,0.5780969007070709
46,3,0.45007383739489776,0.5195640646082474
47,3,0.5161295444852942,0.5386412205481483
48,3,0.46352916585714277,0.4827157910000001
49,3,0.46488940956132047,0.4876938341232227
50,3,0.5351267249692985,0.5217715756431719
51,3,0.4291613459942857,0.48945475028735624
52,3,0.5334769812032969,0.5171145548834254
53,3,0.4761978860454545,0.5142610145727271
54,3,0.49185656871999994,0.5146169908660715
55,3,0.5101675725670654,0.4782815819879518
56,3,0.5295819010389106,0.5367858397109379
57,3,0.49445537217514984,0.5292772524324322
58,3,0.5569091614550452,0.5628744441227099
59,3,0.5347679788652481,0.518768589381516
60,3,0.5690942956995307,0.6102860553411764
61,3,0.5390043814654256,0.5348885864773327
62,3,0.5940844202895377,0.6144156104804878
63,3,0.5070447303120567,0.5089541045609155
64,3,0.5080976086979166,0.5143411455400695
65,3,0.5261933156994817,0.5432113630729168
66,3,0.5363320732053847,0.5332830327361111
67,3,0.4894191126184973,0.47469951824069767
68,3,0.46524116511347513,0.45543526860714306
69,3,0.5851058968516127,0.533741566603896
70,3,0.5260279627671232,0.6108383859931511
71,3,0.5522688870123457,0.5471081595031055
72,3,0.5459787977748917,0.5552701867792208
73,3,0.5897403113013105,0.5524796188552634
74,3,0.5421848357798164,0.6069879271851853
75,3,0.572616308157895,0.5902509308961941
76,3,0.5531568616956524,0.5494423197857145
77,3,0.5785677492513369,0.5963671017204297
78,3,0.590659342091503,0.6063576480000001
79,3,0.5332209541,0.5839680701818183
80,3,0.5119515296328123,0.5137683916434113
81,3,0.4964923035600907,0.5231674674356659
82,3,0.5592891906553401,0.5402015521504852
83,3,0.5670758463424658,0.5544995113442175
84,3,0.5516023673367872,0.5604316970833335
85,3,0.5387695864496124,0.5554169050468752
86,3,0.5609395990604026,0.5653263083333335
87,3,0.5909028472974686,0.5799257643291928
88,3,0.5758123555156954,0.5822471264189191
89,3,0.5306921693244552,0.515568622554479
90,3,0.5304110957587943,0.5490383070555557
91,3,0.543764008954918,0.561131857401382
92,3,0.5791176669138758,0.5524078837142858
93,3,0.5010554729879517,0.5159961073083833
94,3,0.5930089633921566,0.5786450667941175
95,3,0.5659846698863639,0.5699035012800001
96,3,0.47334482752631596,0.4541159262010582
97,3,0.4659435947945203,0.48293609081228633
98,3,0.4813020056348314,0.48098407355737716
99,3,0.5541382899127905,0.5608135303508773
100,3,0.4694788824838711,0.47517170674796755
101,3,0.5401498657704785,0.5426564606110088
102,3,0.5316209933211682,0.5086557197898552
103,3,0.545952363058823,0.5536147623136791
104,3,0.5317420876809527,0.5418293038851678
105,3,0.5651401139329758,0.5736774644637092
106,3,0.42335854673605466,0.5370034356095891
107,3,0.5292949673853212,0.5377727875035292
108,3,0.5367260041613637,0.5111272325787333
109,3,0.5805920577058825,0.5968698878333335
110,3,0.5043855096693652,0.5024306691977398
111,3,0.6024435622935781,0.6196965340733945
112,3,0.5497466971880874,0.5494654184161494
113,3,0.5558251209285714,0.5600494403571429
114,3,0.5457702202659573,0.598659952225131
115,3,0.5294753370209061,0.5424379668292681
116,3,0.6117504310792954,0.6185897804424778
117,3,0.5621212512568301,0.5651214587534237
118,3,0.5091672727777777,0.5299573686293707
119,3,0.5162338386923079,0.4995354287067668
120,3,0.4852019531111111,0.5577875722346373
121,3,0.38698922621951215,0.5738398087000001
122,3,0.6189021772131146,0.6379392676033059
123,3,0.5297942207142855,0.5596303198709675
124,3,0.5919567354825391,0.576939844286624
125,3,0.607133524351852,0.6529460644036701
126,3,0.5496148383776593,0.6083558456951871
127,4,0.529468461755102,0.5629765166153848
0,4,0.5541946317105262,0.5693988448666668
1,4,0.48940586816551723,0.5159069730103449
2,4,0.48213896228571446,0.4856855298919859
3,4,0.5206764525,0.5468434130769231
4,4,0.4863581452894737,0.49561937176821186
5,4,0.5826583490476192,0.5961615622857142
6,4,0.5671162166380597,0.5797232324253733
7,4,0.5506596596078432,0.543600722352941
8,4,0.4795392358684213,0.4846047988010236
9,4,0.5225784015252523,0.5505547847822784
10,4,0.5349525214565752,0.533329094738806
11,4,0.5344202330625001,0.5425458848098212
12,4,0.541423898098404,0.5762598749465239
13,4,0.5216764990740742,0.5454103416707315
14,4,0.5400368028354426,0.5338758172821045
15,4,0.5380640527451738,0.5422501520807695
16,4,0.4494529565062856,0.47537279672171456
17,4,0.51619848837594,0.5420585881363639
18,4,0.5220755114747475,0.5542336823737377
19,4,0.4851131272649405,0.48139174926587347
20,4,0.5424769737396228,0.5556401718862558
21,4,0.46274263401242216,0.49494792498695656
22,4,0.5403392684523813,0.5523049070958088
23,4,0.5219918161452517,0.5272534876795578
24,4,0.5030122702272728,0.5041467194482759
25,4,0.5652329014051095,0.5746660983587589
26,4,0.5121073608207546,0.5446706476876972
27,4,0.509970120549133,0.5239367945058141
28,4,0.47952357931,0.580866163575
29,4,0.44079710571428604,0.5268761415576925
30,4,0.5625772961999999,0.5623310969871794
31,4,0.606324708420168,0.5959891447058826
32,4,0.46049282757105264,0.45130321144052865
33,4,0.5496668396590908,0.5695228581609194
34,4,0.4917066284777779,0.4934831142458101
35,4,0.5434553886274515,0.5258863965855264
36,4,0.5046693065454548,0.5199497490619472
37,4,0.4663889607594937,0.520200386923077
38,4,0.42284695650458703,0.5014940743240743
39,4,0.4981666927484851,0.4851210810511277
40,4,0.4782975101271186,0.47088693747457616
41,4,0.5413032625274722,0.5656081046961327
42,4,0.5207957173202615,0.5651855718562089
43,4,0.48048252204268277,0.5045527209509202
44,4,0.5315339983884297,0.5374644615901638
45,4,0.5679936841474748,0.5997481819191921
46,4,0.4984227247346941,0.5198396888969076
47,4,0.5151068830074074,0.5502247358370372
48,4,0.46078229960563377,0.5136147572857143
49,4,0.43315277381818185,0.4456562202037915
50,4,0.49008058009030825,0.5130259505735685
51,4,0.4161222379770112,0.49731203785057443
52,4,0.5374317843076923,0.5351069618563538
53,4,0.4358334340545455,0.4926178579454545
54,4,0.47067283055357106,0.5048413264285715
55,4,0.46642799521868267,0.47195607284759045
56,4,0.5203828377649805,0.5514526348437498
57,4,0.5023960470688624,0.528783420668768
58,4,0.5475528083376152,0.5601825462271061
59,4,0.5126901119976359,0.526292279591706
60,4,0.6091136451294115,0.5951943991082354
61,4,0.5514945619707443,0.5419899284986666
62,4,0.5697395215243903,0.6233421721853655
63,4,0.4806040573650176,0.48832330003204255
64,4,0.49116038652961697,0.5241006686550522
65,4,0.5235406559010417,0.5665816965885416
66,4,0.48868673470344814,0.5186577543055559
67,4,0.4710408659415205,0.486299884651163
68,4,0.437718650697842,0.45427929238142867
69,4,0.5458298168064515,0.5411644332727272
70,4,0.5519599315918369,0.6255633959109586
71,4,0.5360154454633541,0.5682841952173912
72,4,0.5684586595633193,0.5594154537662339
73,4,0.5557705686622805,0.5535061802192983
74,4,0.5444435040000001,0.6282920634259257
75,4,0.5732952122758623,0.5829464947162628
76,4,0.5662743684285714,0.5423352897142858
77,4,0.5551075046270272,0.5935920340860213
78,4,0.5791308118954248,0.6081190383225806
79,4,0.5481331846500003,0.5927039952231408
80,4,0.5146169362548259,0.5106939339379841
81,4,0.5161934385747176,0.5223810736365693
82,4,0.547527580045226,0.5529524804563107
83,4,0.567144892702703,0.5517725801360543
84,4,0.5126633275129533,0.5567098322916667
85,4,0.5369984614687501,0.5350828103906249
86,4,0.5762002807823129,0.5497392146999999
87,4,0.559828086401274,0.5477676383354035
88,4,0.5731246229594598,0.5538133706846846
89,4,0.5216804610434781,0.5306507551089586
90,4,0.5352701192929294,0.540762127651515
91,4,0.5285549163412951,0.560025819025488
92,4,0.5228709451057697,0.5519708567761906
93,4,0.5062685223151516,0.48073148664970056
94,4,0.5954964720000002,0.5970952136764707
95,4,0.5707372777687861,0.5849292244457144
96,4,0.45993601221648955,0.46316745414814836
97,4,0.4637864855836176,0.4756636912730379
98,4,0.4836819311521737,0.4552234713989069
99,4,0.537644973081396,0.5615718917192983
100,4,0.46442625630894324,0.4913496234634146
101,4,0.5373657072380945,0.5476907227522936
102,4,0.48978198419708047,0.5110530221014493
103,4,0.5719397221333329,0.5501168572228771
104,4,0.4963067162238095,0.5221041257416269
105,4,0.5346782773163543,0.5740464090940864
106,4,0.4692225233333335,0.5538313602164384
107,4,0.5513870339009175,0.5458879358571429
108,4,0.5437868175954546,0.5353279910402713
109,4,0.590397132640777,0.5905024444215687
110,4,0.5088484041808992,0.526777534943503
111,4,0.5782807445871558,0.6217537049541286
112,4,0.562193290409938,0.5497729228260867
113,4,0.5689966352142859,0.5617954194285716
114,4,0.5791120524911461,0.5822817802094242
115,4,0.5524169550694445,0.5332016206794423
116,4,0.6236002575330394,0.6150559170752216
117,4,0.5433655988219173,0.5626131369534249
118,4,0.5534115053819443,0.536390437160839
119,4,0.5065049545038167,0.5032099883984964
120,4,0.5343818149888266,0.5633091132681564
121,4,0.41133118284615405,0.5000211080000001
122,4,0.6056906550819675,0.6448491378512395
123,4,0.5693956330448717,0.5690712035483869
124,4,0.5931355208535034,0.5697257183025474
125,4,0.6564162358972728,0.6280805197247706
126,4,0.5692459103675673,0.6050074511229947
