Global Index,vs. Reality,EyeCon,Familiar,DevScore,OS,SS,OSg,SSg,OSf,SSf
0,1,false,true,78,1.0,1.0,1.0,1.0,1.0,1.0
0,2,false,true,78,0.9999998916918574,0.9539097343940863,0.9999373833605572,0.9999999999251824,0.9999999370369915,0.7778046659500882
0,3,false,true,78,0.9999999999918906,0.9599491846708873,0.9999999999979614,0.999560594746028,0.9999999999999811,0.5488365450663981
0,4,false,true,78,0.9999999797646459,0.9999997695967895,0.9999999279230125,0.9803931571012573,0.9981228880194302,0.9853012509114544
0,5,false,true,78,0.9989614650968052,0.9974784919965485,0.9999995734393692,0.970625343862171,0.9977691170283629,0.6829659367420855
0,6,false,true,78,0.9740401347121556,0.7474325988202022,0.9975878772134107,0.9996271016763534,0.9984386273459591,0.7522813647531778
0,7,false,true,78,0.999983125252831,0.678420965387574,0.9999991539092468,0.9995287638410824,0.9999994311855218,0.12725820907612329
0,8,false,true,78,0.996858125675247,0.9984015279858047,0.9441386559807973,0.9999999998600899,0.9999999150903848,0.9954330167103642
0,9,false,true,78,0.9999999997985244,0.9999999541583441,0.9999490155105281,0.9140386843513526,0.9999877255128761,0.9706114115777861
0,10,false,true,78,0.9999997735378344,0.8433674012933365,0.9998652202171133,1.0,0.9999998760363196,0.5973769046606083
1,1,false,true,204,1.0,1.0,1.0,1.0,1.0,1.0
1,2,false,true,204,0.9835842119664628,0.9999851549194944,0.9995703918706227,0.9999991426411962,0.13325404206194258,0.9906974791667901
1,3,false,true,204,0.8972668580243462,0.9999965596319991,1.0,0.9999945410356853,0.32303439496570285,0.9922738756636339
1,4,false,true,204,0.9957247763757473,0.9793562343357941,0.9223693099084652,0.9999830831075192,0.02033627643739977,0.9834034850737597
1,5,false,true,204,0.9060346088973963,0.9999997437488141,0.9999956944430343,0.9995313745319906,0.08025609304105374,0.9817075116817827
1,6,false,true,204,0.9852602696014782,0.9999980096660952,0.9999998179743622,0.9847075793642108,0.9442538501314909,0.9999892957842055
1,7,false,true,204,0.9999999999788971,0.9974407087174078,0.9924557907341136,0.9999999985182203,0.9044476793210329,0.9216163889582957
1,8,false,true,204,0.9785237600409442,0.9920536732597774,0.9999999901445725,0.5364034117660627,0.44923369625580833,0.9999851533352146
1,9,false,true,204,0.9476000407600383,0.9996651637540439,1.0,0.9554199296512567,0.4850935699434302,0.42473890839488637
1,10,false,true,204,0.4996420629962661,0.9999984952520397,0.9999999792576189,0.9001389608984702,0.054457153427480365,0.6218162054402409
2,1,true,true,40,1.0,1.0,1.0,1.0,1.0,1.0
2,2,true,true,40,0.21362596551824986,0.9461384186991942,0.28333133380150954,0.35454680419724616,0.9848491197770014,0.9999997630624934
2,3,true,true,40,0.05017739945548183,0.9997483242853236,0.0032272803890462942,0.9957559057009812,0.9999995225308612,0.9999999999999992
2,4,true,true,40,0.163046249746432,0.9286807081655198,0.08606146567912809,0.9730344682797959,0.9993541203023362,0.9991144357373146
2,5,true,true,40,0.7726152113946407,0.9994711092762188,0.8783950720090998,0.5136852393322182,0.9974360302452333,0.9959964531710288
2,6,true,true,40,0.16205807513952486,0.965690351935438,0.03121488750799606,0.9022977581881008,0.9999982398472083,0.9999996931218452
2,7,true,true,40,0.5603367774967346,0.999995403395038,0.16401941638489115,0.999691563292153,0.9999999999998991,0.9999999999999989
2,8,true,true,40,0.22952600317656968,0.9997505934629308,0.030610595133153562,0.9911149428285053,0.9999999988201036,0.9999999999999997
2,9,true,true,40,0.5499927947124406,0.9999963007893989,0.7570822252644467,0.9998626251175347,0.9856931006224393,1.0
2,10,true,true,40,0.09198941461084831,0.5796534898670147,0.018828886323044136,0.24375720575408488,0.9999579197446474,0.9999982321416715
3,1,true,true,53,1.0,1.0,1.0,1.0,1.0,1.0
3,2,true,true,53,0.8177440997519163,0.999738957037345,0.4218547016858776,0.9332339676702037,0.9999999999999997,0.4858951631429017
3,3,true,true,53,0.8239495159076368,0.9999685053999526,0.5976174258038354,0.6516529293130655,0.9999999967715504,0.3091514150144422
3,4,true,true,53,0.9999796683328439,0.9903727337386321,0.841579401952386,0.925109463386991,0.9884764273644019,0.1747218619836658
3,5,true,true,53,0.9999999999951805,0.9972114487468793,0.9201303330513465,0.9962795379558415,0.6740791796054062,0.5615993830946866
