Global Index,vs. Reality,EyeCon,Familiar,DevScore,OS,SS,OSg,SSg,OSf,SSf
0,1,false,true,78,1.0,1.0,1.0,1.0,1.0,1.0
0,2,false,true,78,0.99999999998359,0.9999999691967836,0.9999933575859697,0.9999999993726135,0.9999985936046455,0.9999998164354557
0,3,false,true,78,0.99985081969809,0.9999996381096042,0.9999828311412362,0.9999999999998844,0.9999988168447846,0.9999374886573957
0,4,false,true,78,0.9999998821551365,0.999999366235876,0.9999999176712373,0.9999999999994699,0.999999999999944,0.9999072228408328
0,5,false,true,78,0.9754386090008101,0.9999999999999999,0.9999999999999326,0.9999835846849007,0.6539720872156335,0.9998319701715306
0,6,false,true,78,0.9999998192491271,0.9998998760290067,0.9980176316308064,0.9999477820099756,0.9999152139696348,0.999959987431644
0,7,false,true,78,0.9993068917698926,0.9986269254079055,0.9999975630270832,0.9999764693747684,0.999500610176062,0.99194471261535
0,8,false,true,78,0.9999881801782304,0.9999985174018771,0.9999993503968218,0.9998573270521521,0.9560993259445991,0.9999999999999991
0,9,false,true,78,0.999999999999967,1.0,0.9999935151564174,0.9999980760824547,0.9996342895585965,0.9999963236711756
0,10,false,true,78,0.9998539097683891,0.9999347976269198,0.9999998638314221,0.9999999983383141,0.9029381552889005,0.9962704944417531
1,1,false,true,204,1.0,1.0,1.0,1.0,1.0,1.0
1,2,false,true,204,0.9916052826601021,1.0,0.8092105691601957,0.9999976327933512,0.9999997340016328,0.9999986252223187
1,3,false,true,204,0.9999955614499155,0.999998789838673,0.9999963503729598,0.9999999999665338,0.9999999988693695,0.999876653379749
1,4,false,true,204,0.9993675994052723,0.9999986235282502,0.8115984498979609,0.9999818563238594,0.9994152858619063,0.999999999999825
1,5,false,true,204,0.9999991493398361,0.999107998835313,0.9565354918249355,0.9999887676658676,0.9964283837760975,0.9998813633278649
1,6,false,true,204,0.9955780696323023,0.9999867934702011,0.9998100798767486,0.9999999961457442,0.9996158964088873,0.9999911293378468
1,7,false,true,204,0.9906992229452779,0.9999999958825546,0.9525189107309767,0.9999999999999999,0.9999999999976863,0.9999997960204114
1,8,false,true,204,0.999920142945125,0.9668613597984205,0.9992862157361646,0.9986591862726855,0.9999999999999986,0.9959383703908501
1,9,false,true,204,0.9999999171689571,0.9999999999997998,0.9836970291208313,0.9999993192163,0.998348907761098,0.999997206615135
1,10,false,true,204,0.9999997619005131,0.9974451540399532,0.9999999999936526,0.987499765754908,0.9999025613471638,0.9999999837100626
2,1,true,true,40,1.0,1.0,1.0,1.0,1.0,1.0
2,2,true,true,40,0.9999999999971919,0.9983769874143976,0.9992720875530796,0.9953545992852045,0.9915301228849847,0.9999999901012405
2,3,true,true,40,0.8409869281651707,0.9999999995834696,0.09696387502374937,0.999999999999851,0.998986223321588,0.9999999995660946
2,4,true,true,40,0.9999999999916701,0.9866152888890855,0.9850539796508998,0.9910108232771249,0.9880660826212855,0.999978560051687
2,5,true,true,40,0.9841403613293709,0.9960223930083227,0.787806605251709,0.7527581378476269,0.9999999976811926,0.999994107677525
2,6,true,true,40,0.999999999969634,0.999999999995711,0.6476694733057379,0.9999999974130505,0.5973552877927166,0.9999999999999889
2,7,true,true,40,0.9999999968451703,0.9999990105811152,0.9988148172038404,0.9999999999654643,0.9698624308507254,0.999997332062548
2,8,true,true,40,0.9999865154452439,0.9999800542226572,0.7587003658926098,0.9933396802053015,0.96927001328938,0.999999920781737
2,9,true,true,40,0.9997323283863184,0.9999999999998571,0.8167291178617399,0.9999999999934688,0.9987423308598248,1.0
2,10,true,true,40,0.9683393887280223,0.9898089861067829,0.11490558470271506,0.971576622614401,0.9579925265774715,0.999999945613615
3,1,true,true,53,1.0,1.0,1.0,1.0,1.0,1.0
3,2,true,true,53,0.9999998766567478,0.999999999999975,0.9874854082538601,0.9924492872858689,0.9986307895618959,0.9874204256337836
3,3,true,true,53,0.9999999124314529,0.9999939249101321,0.9995253544522997,0.8651037830914092,0.9999974373897865,0.9984036559803687
3,4,true,true,53,0.9999649480833193,0.9999999999986332,0.9998354541843881,0.8729385140450074,0.8169923977961422,0.9410927670955116
3,5,true,true,53,0.9999984762688795,0.9999999999989595,0.9925177971168428,0.9995617065736415,0.6692960808383093,0.9999528542088743
3,6,true,true,53,0.9999999993610365,0.9999999740664961,0.9999999990893312,0.7279357252330986,0.9999999999999302,0.9403363890383949
3,7,true,true,53,0.9814236078043201,0.9999843258142712,0.9999999993876899,0.9999986936747244,0.5622722443519635,0.9842311835687713
3,8,true,true,53,0.9999709977044687,0.9999504470324482,1.0,0.8450206998196946,0.9990027511585358,0.9996218116178115
3,9,true,true,53,0.9999999968611767,0.9999999999996959,0.9999999468585975,0.9984306843716478,1.0,0.9959448705824421
3,10,true,true,53,1.0,0.9999972104984607,0.9991067273492967,0.7296940988577324,0.9963298907330627,0.9844847187531026
4,1,false,true,35,1.0,1.0,1.0,1.0,1.0,1.0
4,2,false,true,35,0.9978841328401938,0.9999999999491884,0.9958793633035284,0.9999999981002788,0.13995515317135498,1.0
4,3,false,true,35,0.9979182054531571,0.9999999978762056,0.9982507866860514,0.9999705223982437,0.19359660700586945,0.9999998704919257
4,4,false,true,35,0.9998900561645064,0.9999206907919365,0.9944899095338553,0.9937232301230035,0.32917116712308414,0.9999999998352053
4,5,false,true,35,0.9999999994484793,0.9999999998882099,0.8195607600167917,0.9999999878455653,0.2433898409134092,1.0
4,6,false,true,35,0.9995791596561182,0.9986097934485586,0.985494808457921,0.9799808843487586,0.1553307047489101,0.9999999999999984
