Global Index,vs. Reality,EyeCon,Familiar,DevScore,OS,SS,OSg,SSg,OSf,SSf
6,8,true,true,18,0.16236876,0.16236876,0.91364384,0.14499456,0.070789754,0.10806997
6,9,true,true,18,0.21759005,0.31431526,0.057950556,0.18807912,0.5579139,0.102954745
6,10,true,true,18,0.20722061,0.36944434,0.67049384,0.10097325,0.102954745,0.026781207
7,1,true,true,69,0.106345825,0.21171056,0.36299783,0.21171056,0.106345825,0.23999378
7,2,true,true,69,0.36299783,0.30924606,0.26493552,0.30924606,0.13236636,0.08816548
7,3,true,true,69,0.26493552,0.18147731,0.15841219,0.18147731,0.6277003,0.3542254
7,4,true,true,69,0.15841219,0.23999378,0.10668348,0.5952423,0.22857913,0.10738724
7,5,true,true,69,0.13236636,0.5952423,0.08816548,0.10668348,-0.01638436,0.13022073
7,6,true,true,69,0.10668348,0.08816548,0.31475753,0.096471936,0.09611983,0.08730233
7,7,true,true,69,0.6277003,0.10668348,0.34863725,0.09327044,0.4864927,0.08730233
7,8,true,true,69,0.08816548,0.096471936,0.10197702,0.17715809,0.1604143,0.99999994
7,9,true,true,69,0.31475753,0.3542254,0.12421424,0.092531785,0.08696481,0.13114598
7,10,true,true,69,0.22857913,0.10738724,0.6148075,0.19346395,0.34448147,0.14562525
8,1,false,false,51,0.011815884,0.07707927,0.23982242,0.07707927,0.011815884,0.23982242
8,2,false,false,51,0.23982242,0.109224826,0.1577368,0.109224826,0.06789907,0.058407817
8,3,false,false,51,0.1577368,0.06789907,0.16712466,0.06789907,0.29059982,0.16803002
8,4,false,false,51,0.06789907,0.23982242,0.20528409,0.53179014,0.46832165,0.72737825
8,5,false,false,51,0.16712466,0.53179014,0.050497353,0.06928566,0.70052123,0.05124468
8,6,false,false,51,0.29059982,0.058407817,0.23084366,0.18354496,0.31797773,0.093427815
8,7,false,false,51,0.20528409,0.06928566,0.29806846,0.13057825,0.061035477,0.42947367
8,8,false,false,51,0.050497353,0.18354496,0.6452739,0.09616189,0.5710826,0.50014603
8,9,false,false,51,0.23084366,0.13057825,0.015022715,0.72667885,0.49725026,0.29270005
8,10,false,false,51,0.29806846,0.09616189,0.49317357,0.039666656,0.20879506,0.07147464
9,1,false,false,90,0.21961208,0.13692674,0.113495156,0.13692674,0.21961208,0.13227019
9,2,false,false,90,0.29454005,0.17207202,0.3727671,0.17207202,0.29454005,0.1480145
9,3,false,false,90,0.113495156,0.13227019,0.20283939,0.05844,0.17162171,0.17127974
9,4,false,false,90,0.3727671,0.05844,0.17402765,0.15502669,0.6558082,0.19444832
9,5,false,false,90,0.17162171,0.15502669,0.16290106,0.13243014,0.18509576,0.17665923
9,6,false,false,90,0.20283939,0.1480145,0.13780876,0.122016564,0.28899992,0.14955401
9,7,false,false,90,0.17402765,0.13243014,0.0977986,0.25360906,0.26794446,0.07329494
9,8,false,false,90,0.6558082,0.122016564,0.36170357,0.50187016,-0.008600699,0.07841466
9,9,false,false,90,0.18509576,0.17127974,0.3842537,0.11169587,0.1583496,0.2160564
9,10,false,false,90,0.28899992,0.19444832,0.063173674,0.37077963,0.41505545,0.37929034
10,1,true,false,44,1.0,0.21786731,1.0,0.21786731,0.457117,0.12696218
10,2,true,false,44,0.21786731,0.12696218,0.21786731,0.16841704,0.1700325,0.085084975
10,3,true,false,44,0.457117,0.16841704,0.17562866,0.108095884,0.08285469,0.14217117
10,4,true,false,44,0.17562866,0.085084975,0.16114679,0.096823454,0.23982242,0.11055437
10,5,true,false,44,0.1700325,0.14217117,0.17657578,0.079908624,0.13264403,0.3361084
10,6,true,false,44,0.08285469,0.108095884,0.11513403,0.086695045,0.23938093,0.135898
10,7,true,false,44,0.16114679,0.11055437,0.60869265,0.13602996,0.09721473,0.80703294
10,8,true,false,44,0.23982242,0.096823454,0.15153527,0.0652688,0.081917375,0.09718315
10,9,true,false,44,0.17657578,0.3361084,0.37071395,0.12913227,0.48642868,0.059382625
10,10,true,false,44,0.13264403,0.135898,0.12605682,0.077026695,0.14938605,0.13872258
11,1,true,false,104,0.13638589,0.24926552,0.09646568,0.24926552,0.13638589,0.30665392
11,2,true,false,104,0.09646568,0.24464713,0.057921022,0.24464713,0.28046525,0.15353136
11,3,true,false,104,0.28046525,0.30665392,0.47534972,0.019415151,0.50821286,0.054885864
11,4,true,false,104,0.50821286,0.15353136,0.18366274,0.058803115,0.15853834,0.30092388
11,5,true,false,104,0.057921022,0.019415151,0.29790375,0.5057746,0.11457211,0.09695294
11,6,true,false,104,0.47534972,0.058803115,0.09226631,0.09769529,0.26834238,0.111776814
11,7,true,false,104,0.15853834,0.054885864,0.28044134,0.05362377,0.09342781,0.14430486
11,8,true,false,104,0.18366274,0.5057746,0.121084556,0.019378826,0.5383459,0.14430486
11,9,true,false,104,0.29790375,0.09769529,0.57471263,0.026561834,0.14786018,0.22716916
11,10,true,false,104,0.09226631,0.05362377,0.13676062,0.3141467,0.24256524,0.22716916
12,1,false,false,41,0.14000362,0.31887868,0.11211701,0.31887868,0.14000362,0.99999994
12,2,false,false,41,0.11211701,0.99999994,0.43164548,0.16386828,0.11211701,0.43164548
12,3,false,false,41,0.11211701,0.16386828,0.1389814,0.1636005,0.1636005,0.21279645
12,4,false,false,41,0.43164548,0.1636005,0.12224291,0.4889106,0.27055633,0.15662524
12,5,false,false,41,0.1389814,0.43164548,0.31237113,0.24045673,0.23292136,0.1012162
12,6,false,false,41,0.1636005,0.4889106,0.22039053,0.35201848,0.07542473,0.1488069
12,7,false,false,41,0.12224291,0.21279645,0.3481615,0.28929865,0.5245615,0.2003608
12,8,false,false,41,0.27055633,0.24045673,0.63704467,0.2630117,0.36739478,0.17203939
12,9,false,false,41,0.31237113,0.15662524,0.19552223,0.12985909,0.14084408,0.042805694
12,10,false,false,41,0.23292136,0.35201848,0.18759666,0.23712115,0.1047011,0.042805694
13,1,false,false,99,0.5567236,0.09545995,0.15535527,0.09545995,0.5567236,0.042735968
13,2,false,false,99,0.15535527,0.14994207,0.1003857,0.14994207,0.6637668,0.05366988
13,3,false,false,99,0.6637668,0.042735968,0.08828297,0.15659638,0.2010606,0.17987454
13,4,false,false,99,0.1003857,0.15659638,0.24001643,0.1376934,0.2538038,0.24001643
13,5,false,false,99,0.2010606,0.05366988,0.054452065,0.10091065,0.37270743,0.21080375
13,6,false,false,99,0.08828297,0.1376934,0.33856606,0.08950895,0.14504088,0.22220221
13,7,false,false,99,0.2538038,0.17987454,0.1538615,0.028379358,0.1293581,0.14362285
13,8,false,false,99,0.24001643,0.10091065,0.1293581,0.3477136,0.31431526,0.24392793
13,9,false,false,99,0.054452065,0.08950895,0.56323564,0.99999994,0.25266588,0.24460858
13,10,false,false,99,0.33856606,0.028379358,0.12801147,0.069591135,0.31822264,0.36259946
14,1,true,false,20,0.26854688,0.22456162,0.56340957,0.22456162,0.26854688,0.2010606
14,2,true,false,20,0.56340957,0.50187016,0.29851502,0.50187016,0.10305597,0.02811492
14,3,true,false,20,0.29851502,0.17841154,0.20883134,0.17841154,0.8862903,0.32724637
14,4,true,false,20,0.20883134,0.2010606,0.03317576,0.13876013,0.5718594,0.67928773
14,5,true,false,20,0.10305597,0.13876013,0.23113352,0.16141203,0.4013757,0.46242407
14,6,true,false,20,0.03317576,0.02811492,0.6876086,0.18879676,0.252783,0.6302037
14,7,true,false,20,0.8862903,0.16141203,0.17900029,0.18879676,0.65606296,0.29150832
14,8,true,false,20,0.23113352,0.18879676,0.567959,0.13673562,0.1623131,0.24162826
14,9,true,false,20,0.6876086,0.32724637,0.17900029,0.13673562,0.3544805,0.20079789
14,10,true,false,20,0.5718594,0.18879676,0.45450357,0.16689157,0.14543578,0.23982242
15,1,true,false,19,0.12940222,0.20062459,0.21362886,0.20062459,0.12940222,0.10408255
15,2,true,false,19,0.13302822,0.10942081,0.37270743,0.10942081,0.13302822,0.18703377
15,3,true,false,19,0.21362886,0.10408255,0.17402226,0.12073474,0.5983355,0.23982242
15,4,true,false,19,0.5983355,0.12073474,0.04860481,0.30220732,0.100344956,0.99999994
15,5,true,false,19,0.37270743,0.18703377,0.15123636,0.05059564,0.04860481,0.99999994
15,6,true,false,19,0.17402226,0.30220732,0.07932161,0.48168582,0.15123636,0.17987454
15,7,true,false,19,0.100344956,0.05059564,0.15282395,0.22490883,0.17723712,0.17987454
15,8,true,false,19,0.04860481,0.23982242,0.07625216,0.110562555,0.17114033,0.99999994
15,9,true,false,19,0.04860481,0.48168582,0.064102374,0.11563145,0.064102374,0.040717468
15,10,true,false,19,0.15123636,0.99999994,0.12037555,0.4308006,0.1350646,0.6636943
16,1,false,true,105,0.35161805,0.12980735,0.22053817,0.12980735,0.35161805,0.2535515
16,2,false,true,105,0.22053817,0.12980735,0.0660987,0.12980735,0.38401085,0.14386933
16,3,false,true,105,0.0660987,0.22389954,0.36746323,0.22389954,0.12311623,0.1338222
16,4,false,true,105,0.36746323,0.2036414,0.32767934,0.2036414,0.17754914,0.37069696
16,5,false,true,105,0.38401085,0.32468414,0.1300427,0.32468414,0.5777407,0.12615225
16,6,false,true,105,0.32767934,0.055174395,0.15567307,0.055174395,0.19131455,0.7453846
16,7,false,true,105,0.1300427,0.2535515,0.1338222,0.53532255,0.722723,0.35565853
16,8,false,true,105,0.15567307,0.53532255,0.21728244,0.598309,0.34032452,0.16097689
16,9,false,true,105,0.12311623,0.598309,0.27506402,0.18647908,0.12003223,0.12003223
16,10,false,true,105,0.17754914,0.18647908,0.23871769,0.12311623,0.22385323,0.089346334
17,1,false,true,114,0.12920186,0.14707421,0.1889514,0.14707421,0.12920186,0.99999994
17,2,false,true,114,0.1889514,0.17809558,0.16923824,0.17809558,0.1889514,0.09761697
17,3,false,true,114,0.1889514,0.28778484,0.94112813,0.28778484,0.54628646,0.13556024
17,4,false,true,114,0.16923824,0.99999994,0.24248324,0.44548076,0.12561059,0.25288576
17,5,false,true,114,0.54628646,0.44548076,0.18354496,0.58011097,0.119371876,0.09885214
17,6,false,true,114,0.94112813,0.09761697,0.21247822,0.092312425,0.29123247,0.16134515
17,7,false,true,114,0.12561059,0.58011097,0.07202281,0.27855754,0.23112923,0.37270743
17,8,false,true,114,0.24248324,0.13556024,0.38824302,0.14299056,0.07631306,0.3477136
17,9,false,true,114,0.18354496,0.092312425,0.10793366,0.16740492,0.10572545,0.5123011
17,10,false,true,114,0.21247822,0.27855754,0.20305595,0.13315432,0.17127813,0.25288576
18,1,true,true,56,0.19798502,0.18622088,0.56340957,0.18622088,0.19798502,0.99999994
18,2,true,true,56,0.56340957,0.27625364,0.17244506,0.27625364,0.17244506,0.5123011
18,3,true,true,56,0.17244506,0.17916672,0.3477136,0.17916672,0.06663512,0.43164548
18,4,true,true,56,0.17244506,0.99999994,0.09484131,0.09402786,0.19690004,0.43164548
18,5,true,true,56,0.3477136,0.09402786,0.16088822,0.056797784,0.15063636,0.43164548
18,6,true,true,56,0.09484131,0.056797784,0.15496409,0.4047078,0.13272674,0.13721198
18,7,true,true,56,0.06663512,0.5123011,0.10610007,0.24119917,0.07414445,0.7151656
18,8,true,true,56,0.16088822,0.4047078,0.10124668,0.326765,0.18135455,0.11164674
18,9,true,true,56,0.19690004,0.43164548,0.114402674,0.7275513,0.1004658,0.15446422
18,10,true,true,56,0.15496409,0.24119917,0.3214187,0.00035129115,0.15575823,0.2713167
19,1,true,true,45,0.1666956,0.16011637,0.24503958,0.16011637,0.1666956,0.1741364
19,2,true,true,45,0.24503958,0.17882073,0.12656632,0.17882073,0.10876375,0.23982242
19,3,true,true,45,0.10876375,0.1741364,0.11569695,0.28919172,0.12597528,0.18044248
19,4,true,true,45,0.12656632,0.28919172,0.18044248,0.3260486,0.25686765,0.27910894
19,5,true,true,45,0.12597528,0.23982242,0.19790934,0.118895926,0.124149084,0.09140712
19,6,true,true,45,0.25686765,0.18044248,0.3464427,0.09503372,0.6951246,0.20288804
19,7,true,true,45,0.11569695,0.3260486,0.2404621,0.18633175,0.3843487,0.36689344
19,8,true,true,45,0.18044248,0.118895926,0.106120415,0.1817536,0.728476,0.75595963
19,9,true,true,45,0.19790934,0.09503372,0.20149842,0.12413207,0.14868748,0.104509935
19,10,true,true,45,0.124149084,0.27910894,0.16401504,0.05957557,0.19450113,0.1319885
20,1,false,true,139,0.57353795,0.107782334,0.57353795,0.107782334,0.24928522,0.41230866
20,2,false,true,139,0.10738672,0.41230866,0.10738672,0.16610025,0.08175532,0.17933492
20,3,false,true,139,0.24928522,0.16610025,0.048373323,0.15782139,0.5797678,0.21241602
20,4,false,true,139,0.048373323,0.17933492,0.23982242,0.35061643,0.05252616,0.3376119
20,5,false,true,139,0.08175532,0.15782139,0.23318309,0.087635994,0.097391814,0.49277365
20,6,false,true,139,0.23982242,0.21241602,0.119240075,0.020987766,0.19182572,0.24001643
20,7,false,true,139,0.5797678,0.35061643,0.5329896,-0.01838986,0.32529777,0.15341078
20,8,false,true,139,0.23318309,0.087635994,0.06739004,-0.01838986,0.3191389,0.04175701
20,9,false,true,139,0.119240075,0.3376119,0.37270743,0.35486358,0.22324781,0.27896845
20,10,false,true,139,0.05252616,0.020987766,0.30924606,0.17496401,0.27656922,0.41251445
21,1,false,true,99,0.12039411,0.11165143,0.90482485,0.11165143,0.12039411,1.0000001
21,2,false,true,99,0.90482485,1.0000001,0.90482485,0.99999994,0.90482485,0.47081417
21,3,false,true,99,0.90482485,0.99999994,0.097050056,0.07959233,0.11386225,0.44446933
21,4,false,true,99,0.90482485,0.07959233,0.12801218,0.3050549,0.10163042,0.16001575
21,5,false,true,99,0.097050056,0.47081417,0.0981361,0.049031954,0.25891247,0.08440772
21,6,false,true,99,0.11386225,0.3050549,0.08440772,0.25891247,0.18961874,0.33804289
21,7,false,true,99,0.12801218,0.44446933,0.11834293,0.41768527,0.07339816,0.052924015
21,8,false,true,99,0.10163042,0.049031954,0.4236136,0.16483122,0.17947966,0.1741364
21,9,false,true,99,0.0981361,0.16001575,0.23723428,0.363432,0.19434571,0.12749277
21,10,false,true,99,0.25891247,0.08440772,0.13221946,0.53650314,0.1437569,0.060362324
22,1,true,true,55,0.084693156,0.17691717,0.43440053,0.17691717,0.084693156,0.3587154
22,2,true,true,55,0.17625579,0.10475676,0.08264951,0.10475676,0.17625579,0.08264951
22,3,true,true,55,0.5242453,0.3587154,0.15722358,0.29183754,0.5242453,0.30661118
22,4,true,true,55,0.43440053,0.08264951,0.35824028,0.20576848,0.66211724,0.54998124
22,5,true,true,55,0.08264951,0.29183754,0.065902784,0.22806078,0.19255601,0.086425185
22,6,true,true,55,0.15722358,0.20576848,0.3349492,0.21522085,0.12134509,0.123319425
22,7,true,true,55,0.66211724,0.22806078,0.087323874,0.02309198,0.5161103,0.12298731
22,8,true,true,55,0.35824028,0.30661118,0.106267765,0.22104815,0.21836859,1.0000001
22,9,true,true,55,0.065902784,0.21522085,0.24669503,0.058102638,0.03963255,0.44162148
22,10,true,true,55,0.19255601,0.02309198,0.03963255,0.33140317,0.2369433,0.47964245
23,1,true,true,42,0.16280985,0.09187777,0.14310998,0.09187777,0.16280985,0.23762822
23,2,true,true,42,0.14310998,0.14149061,0.41230866,0.14149061,0.3096527,0.044458624
23,3,true,true,42,0.3096527,0.04849337,0.11937668,0.04849337,0.34365317,0.20585151
23,4,true,true,42,0.41230866,0.23762822,0.61600447,0.24261762,0.19211492,0.43164548
23,5,true,true,42,0.11937668,0.24261762,0.18855932,0.19418344,0.14134598,0.1746611
23,6,true,true,42,0.34365317,0.19418344,0.214957,0.31815353,0.45786005,0.1746611
23,7,true,true,42,0.61600447,0.044458624,0.13273492,0.06523482,0.25829667,0.5123011
23,8,true,true,42,0.19211492,0.31815353,0.08938949,0.113773406,0.075717956,0.097305164
23,9,true,true,42,0.18855932,0.20585151,0.21568343,0.012890255,0.58811295,0.040220432
23,10,true,true,42,0.14134598,0.06523482,0.10409412,0.075232,0.05430994,0.3477136
24,1,false,false,74,0.03370933,0.011946185,0.10193287,0.011946185,0.03370933,0.15042907
24,2,false,false,74,0.10193287,0.1711654,0.30045688,0.1711654,0.21706244,0.1301805
24,3,false,false,74,0.21706244,0.15042907,0.06835749,0.3680209,0.47320217,0.2025776
24,4,false,false,74,0.30045688,0.3680209,0.16850775,0.08396916,0.3226934,0.31420794
24,5,false,false,74,0.47320217,0.1301805,0.18038249,0.17250018,0.13668625,0.12820733
24,6,false,false,74,0.06835749,0.08396916,0.25233704,0.49312013,0.13734512,0.10596558
24,7,false,false,74,0.16850775,0.17250018,0.20121902,0.04796899,0.07179728,0.54505515
24,8,false,false,74,0.18038249,0.49312013,0.08643302,0.060365684,0.1941978,0.057143323
24,9,false,false,74,0.25233704,0.04796899,0.37270743,0.16745728,0.14853254,0.06656368
24,10,false,false,74,0.3226934,0.2025776,0.03634113,0.16745728,0.19096439,0.51449335
25,1,false,false,83,0.21768096,-0.007156322,0.1271447,-0.007156322,0.21768096,0.43164548
25,2,false,false,83,0.1271447,0.43164548,0.1780391,0.3150668,0.06801169,0.28409106
25,3,false,false,83,0.06801169,0.3150668,0.0040605795,0.41128522,0.12264494,0.14847635
25,4,false,false,83,0.1780391,0.28409106,0.35114557,-0.017371044,0.10728222,0.14847635
25,5,false,false,83,0.12264494,0.41128522,0.14879319,0.04990336,0.07732427,0.1357087
25,6,false,false,83,0.0040605795,0.14847635,0.08136435,0.2516982,0.70474553,0.24511258
25,7,false,false,83,0.10728222,-0.017371044,0.14115533,0.02597896,0.12056069,0.053505022
25,8,false,false,83,0.35114557,0.04990336,0.12056069,0.99999994,0.062742494,0.2010606
25,9,false,false,83,0.14879319,0.14847635,0.6790123,0.0984038,0.14432757,0.56340957
25,10,false,false,83,0.07732427,0.2516982,0.09238437,0.29769048,0.15339762,0.43164548
26,1,true,false,75,0.20034339,0.29975295,0.14154506,0.29975295,0.20034339,0.7547548
26,2,true,false,75,0.14154506,0.24927324,0.35190284,0.24927324,0.37897342,1.0000001
26,3,true,false,75,0.35190284,0.12022765,0.41230866,0.12022765,0.37897342,0.31023905
26,4,true,false,75,0.37897342,0.7547548,0.057710193,0.31531113,0.1247645,0.37270743
26,5,true,false,75,0.37897342,1.0000001,0.05371711,0.11034572,0.17749098,0.2789184
26,6,true,false,75,0.41230866,0.31531113,0.07104267,0.46740037,0.12252292,0.32819784
26,7,true,false,75,0.057710193,0.11034572,0.2852466,0.447145,0.035209946,0.29472667
26,8,true,false,75,0.05371711,0.46740037,0.046611995,0.15050486,0.2088936,0.21279645
26,9,true,false,75,0.07104267,0.447145,0.016914098,0.12494905,0.111330114,0.37270743
26,10,true,false,75,0.1247645,0.31023905,0.122183375,0.35543576,0.10151039,0.03920852
27,1,true,false,45,0.22651389,0.093171075,0.20590042,0.093171075,0.22651389,0.2010606
27,2,true,false,45,0.20590042,0.2010606,0.12673023,0.26544183,0.119288616,0.23585208
27,3,true,false,45,0.119288616,0.26544183,0.16222127,0.17458639,0.06460327,0.15968484
27,4,true,false,45,0.12673023,0.23585208,0.25320753,0.07338372,0.09642243,0.6318145
27,5,true,false,45,0.06460327,0.17458639,0.18189761,0.0754203,0.1423727,0.20266321
27,6,true,false,45,0.16222127,0.15968484,0.09993562,0.06667585,0.3477136,0.38337207
27,7,true,false,45,0.09642243,0.07338372,0.16036078,0.06667585,0.15521279,0.17276366
27,8,true,false,45,0.25320753,0.6318145,0.1342395,0.19403991,0.091343105,0.059550334
27,9,true,false,45,0.1423727,0.0754203,0.33856606,0.20186187,0.28031692,0.20759393
27,10,true,false,45,0.18189761,0.20266321,0.0311535,0.0674918,0.23248696,0.20596986
28,1,false,false,21,0.2976296,0.10199687,0.084570825,0.10199687,0.2976296,0.1257971
28,2,false,false,21,0.084570825,0.1257971,0.18172982,0.24490893,0.21426478,0.28307787
28,3,false,false,21,0.21426478,0.24490893,0.111679144,0.215074,0.066432565,1.0
28,4,false,false,21,0.18172982,0.215074,-0.014874121,0.5117467,-0.014874121,0.20139164
28,5,false,false,21,0.111679144,0.28307787,0.37270743,0.14117476,0.3051917,0.11208044
28,6,false,false,21,0.066432565,0.5117467,0.17364067,0.1890946,0.015164417,0.5123011
28,7,false,false,21,-0.014874121,1.0,0.762814,0.2996081,0.08797333,0.4737801
28,8,false,false,21,-0.014874121,0.14117476,0.20139164,0.12608397,0.14663993,0.1223302
28,9,false,false,21,0.37270743,0.1890946,-0.07074493,-0.049063407,0.47813445,0.043886688
28,10,false,false,21,0.17364067,0.20139164,0.10030015,0.58723015,0.022209149,0.3477136
29,1,false,false,37,0.0873833,0.07944079,0.2516799,0.07944079,0.0873833,0.99999994
29,2,false,false,37,0.2516799,0.28776747,0.16713655,0.28776747,0.16713655,0.56340957
29,3,false,false,37,0.16713655,0.12730277,0.09659509,0.12730277,0.12470557,0.16036928
29,4,false,false,37,0.16713655,0.99999994,0.09106323,0.58526313,0.33806467,0.079205945
29,5,false,false,37,0.09659509,0.58526313,0.15579942,0.08075772,0.24650244,0.23585208
29,6,false,false,37,0.12470557,0.56340957,0.1778073,0.16158682,0.18186618,0.23585208
29,7,false,false,37,0.33806467,0.16036928,0.102387205,0.33726066,0.07324814,0.24668387
29,8,false,false,37,0.09106323,0.08075772,0.17767659,0.29667926,0.5421333,0.22133458
29,9,false,false,37,0.24650244,0.079205945,0.13105905,0.13597685,0.19205469,0.17961386
29,10,false,false,37,0.15579942,0.16158682,0.13517195,0.16327284,0.48711482,0.45688516
30,1,true,false,28,0.099806525,0.120384306,0.20248687,0.120384306,0.099806525,0.12721644
